,PID,type2,month,M_ID,q1,q2_a_1,q5,q5_1,q5_2_1,q5_2_2,q5_2_3,q5_2_4,q5_2_5,q5_2_6,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q10_7,q10_8,q10_9,q10_10,q10_11,q10_12,wt,q6_1,q6_1_1,q6_2,q6_6_1,q6_6_2,q6_6_3,q6_6_4,q6_6_5,q6_6_6,q6_6_7,q6_6_8,q6_6_9,q6_6_10,q6_6_11,q6_6_12,q6_6_13,q6_6_14,q6_6_15,q6_6_16,q6_6_17,q6_6_18,q6_6_19,q6_6_20,q6_6_21,q6_7,q6_8,q6_9,q7_2
6281,1130302,1,6,106259,2,6,1,9,,,3,,,,4,4,4,4,4,4,4,4,4,4,3,3,12943.96732,931,370,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,100000
6282,1130302,2,8,121630,2,8,1,4,,,,,,,4,9,4,4,4,9,4,4,4,9,4,4,12943.96732,938,350,3,1,2,3,,,,,,9,,,,,,,,,,,,,4,4,4,400000
6283,1130302,2,10,121650,2,10,1,4,,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,12943.96732,938,340,2,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,200000
6284,1130401,1,5,104730,1,5,1,5,1,,,,,,5,9,4,9,4,9,4,4,4,9,4,4,5258.014234,932,320,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,50000
6285,1130401,1,6,104733,2,6,1,9,,,3,,,,5,9,4,3,4,9,4,4,4,9,4,4,5258.014234,934,30,2,1,2,,,,,7,,,,,,,,,,,,,,,5,4,4,100000
6286,1130401,2,8,900199,2,8,1,9,,,3,,,,5,9,4,3,4,9,4,4,4,9,4,4,5258.014234,934,30,2,1,2,,,,,7,,,,,,,,,,,,,,,5,4,4,100000
6287,1130401,2,10,114474,1,10,1,30,,,3,,,,4,3,3,9,4,9,3,3,4,9,3,3,5258.014234,935,40,1,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,50000
6288,1130402,1,5,104737,2,5,2,0,,,,,,,3,9,4,4,4,4,4,4,4,9,4,4,5306.997763,921,310,2,,,,,,,,,,,,,13,,,,,,,,,5,5,5,150000
6289,1130402,2,8,900200,2,8,2,0,,,,,,,3,9,4,4,4,4,4,4,4,9,4,4,5306.997763,921,310,2,,,,,,,,,,,,,13,,,,,,,,,5,5,5,150000
6290,1130402,2,11,114484,2,11,2,0,,,,,,,4,4,4,4,4,9,4,4,4,4,4,4,5306.997763,921,310,2,,,,,,,,,,,,,13,,,,,,,,,4,4,4,50000
6291,1130501,1,2,106670,2,2,1,5,,,,,,,4,9,3,9,4,9,4,4,4,4,4,4,6690.566068,931,70,2,,2,,,5,,,,,,,,,,,,,,,,,4,4,4,100000
6292,1130501,1,4,106674,1,4,1,6,,,,,,,3,9,3,9,4,9,4,5,5,4,3,3,6690.566068,911,240,1,,,,,5,,,,,,,,,,,,,,,,,4,4,4,100000
6293,1130501,2,7,115415,2,7,1,6,,,,,,,4,4,3,3,4,9,3,4,4,4,4,4,6690.566068,932,390,4,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,400000
6294,1130502,1,2,106670,2,2,1,5,,,,,,,4,9,3,9,4,9,4,4,4,4,4,4,6350.664926,931,70,2,,2,,,5,,,,,,,,,,,,,,,,,4,4,4,100000
6295,1130502,1,4,106674,1,4,1,6,,,,,,,3,9,3,9,4,9,4,5,5,4,3,3,6350.664926,911,240,1,,,,,5,,,,,,,,,,,,,,,,,4,4,4,100000
6296,1130502,1,4,106677,2,4,1,5,,,,,,,4,4,4,3,4,4,4,4,4,4,4,4,6350.664926,935,10,2,1,,,4,,,,,9,,,,,,,,,,,,,4,4,4,300000
6297,1130502,2,7,115415,2,7,1,6,,,,,,,4,4,3,3,4,9,3,4,4,4,4,4,6350.664926,932,390,4,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,400000
6298,1130502,2,10,115419,2,10,1,7,,,,,,,4,4,2,3,4,9,3,3,4,4,3,3,6350.664926,923,320,2,1,2,3,,,,,,,,,,,,,,,,,,,4,3,3,650000
6299,1130502,2,12,115421,1,12,1,7,1,,,,,,4,9,4,9,4,4,4,4,4,4,3,3,6350.664926,911,240,1,,,3,,5,,,,,,,,,,,,,,,,,4,4,4,100000
6300,1130601,2,7,121130,2,7,1,3,1,,,,,,4,9,3,4,4,9,4,4,4,9,3,3,18761.61234,932,330,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,300000
6301,1130701,1,2,106504,1,2,1,4,,,,,,,4,9,3,9,4,9,4,4,4,9,3,4,4759.491921,934,40,1,,,,,,,7,,,,,,,,,,,,,,,4,3,3,50000
6302,1130701,1,4,106507,1,4,1,33,,,3,,,,4,4,3,9,4,9,4,4,4,9,3,4,4759.491921,933,10,1,,2,,,,,,,9,,,,,,,,,,,,,3,3,3,25000
6303,1130701,1,6,106508,1,6,1,4,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,4759.491921,933,360,1,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,100000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6305,1130701,2,9,114454,2,9,1,23,,,3,,,,4,4,3,4,4,4,4,3,3,4,3,3,4759.491921,932,400,3,1,,,4,,,,,9,,,,,,,,,,,,,4,3,3,250000
6306,1130702,1,2,106504,1,2,1,4,,,,,,,4,9,3,9,4,9,4,4,4,9,3,4,4672.504922,934,40,1,,,,,,,7,,,,,,,,,,,,,,,4,3,3,50000
6307,1130702,1,4,106507,1,4,1,33,,,3,,,,4,4,3,9,4,9,4,4,4,9,3,4,4672.504922,933,10,1,,2,,,,,,,9,,,,,,,,,,,,,3,3,3,25000
6308,1130702,1,6,106508,1,6,1,4,,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,4672.504922,933,360,1,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,100000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6310,1130702,2,9,114454,2,9,1,23,,,3,,,,4,4,3,4,4,4,4,3,3,4,3,3,4672.504922,932,400,3,1,,,4,,,,,9,,,,,,,,,,,,,4,3,3,250000
6311,1130702,2,10,114459,2,10,1,5,,,,,5,,4,4,3,9,4,4,3,3,4,3,3,3,4672.504922,935,20,3,1,,3,4,,,,,9,,,,,,,,,,,,,4,4,4,100000
6312,1130801,2,8,112070,1,8,1,4,,,,,,,4,4,4,9,4,9,4,4,4,4,4,4,15066.68151,938,350,1,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,25000
6313,1130802,2,8,112070,1,8,1,4,,,,,,,4,4,4,9,4,9,4,4,4,4,4,4,14301.24819,938,350,1,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,25000
6314,1131001,2,8,120524,2,8,1,3,1,,,,,,5,4,3,3,5,9,4,3,4,9,3,3,4125.751329,932,60,4,1,2,,,,,,,9,,,,,,,,,,,,,4,3,3,250000
6315,1131004,1,3,106290,2,3,1,5,1,,,,,,4,4,4,4,4,4,4,4,4,4,4,3,1980.222063,932,70,3,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,200000
6316,1131004,1,4,106292,1,4,1,40,,,3,,,,4,4,4,9,3,9,4,4,4,9,3,3,1980.222063,933,340,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,100000
6317,1131101,1,2,107440,1,2,1,2,1,,,,,,3,9,3,9,4,9,3,3,4,9,3,3,38389.76105,911,10,1,,2,,,,,,,9,,,,,,,,,,,,,3,3,3,30000
6318,1131101,1,5,107441,1,5,1,2,1,,,,,,3,9,3,9,4,9,4,4,4,4,4,4,38389.76105,931,10,1,,2,3,,,,,,,,,,,,,,,,,,,3,3,3,50000
6319,1131101,2,8,120680,2,8,1,5,1,,,,,,4,9,3,3,4,9,4,4,4,4,3,3,38389.76105,932,340,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,150000
6320,1131102,1,5,110152,2,5,1,3,,,,4,,,5,5,5,5,5,5,5,5,5,5,5,5,9955.647765,931,10,3,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,800000
6321,1131301,1,5,106497,1,5,1,4,,,,,,,3,4,4,9,4,4,5,5,5,4,3,3,5082.446861,911,10,1,,,,,,,,,,,,12,,,,,,,,,,4,4,4,15000
6322,1131301,2,7,114497,1,7,1,7,,,,,,,3,9,3,9,4,9,4,4,4,9,3,4,5082.446861,931,10,1,,2,,,,,,,,,,,,,,,,,,,,3,3,3,40000
6323,1131301,2,10,114502,1,10,1,7,,,,,,,3,9,4,9,4,9,4,4,4,9,3,3,5082.446861,931,10,1,,2,,,,,,,,,,,,,,,,,,,,4,4,4,50000
6324,1131301,2,11,114513,1,11,1,5,,,,,,,3,9,3,9,4,9,4,4,4,9,3,3,5082.446861,931,10,1,,2,,,,,,,,,,,,,,,,,,,,3,3,3,33333
6325,1131301,2,11,114515,1,11,1,4,,,,,,,4,9,3,9,4,9,4,4,4,9,4,3,5082.446861,931,200,1,1,,3,,,,,,9,,,,,,,,,,,,,4,4,4,40000
6326,1131302,2,7,114497,1,7,1,7,,,,,,,3,9,3,9,4,9,4,4,4,9,3,4,4824.243075,931,10,1,,2,,,,,,,,,,,,,,,,,,,,3,3,3,40000
6327,1131302,2,7,114522,1,7,1,5,1,,,,,,5,4,3,9,4,4,4,4,3,9,3,3,4824.243075,932,60,1,1,,3,,,,,,9,,,,,,,,,,,,,4,4,4,70000
6328,1131302,2,7,114533,1,7,1,5,1,,,,,,4,4,3,9,3,9,4,4,4,9,3,3,4824.243075,931,370,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,50000
6329,1131302,2,10,114502,1,10,1,7,,,,,,,3,9,4,9,4,9,4,4,4,9,3,3,4824.243075,931,10,1,,2,,,,,,,,,,,,,,,,,,,,4,4,4,50000
6330,1131302,2,10,114535,1,10,1,3,1,,,,,,4,4,4,9,4,9,4,4,4,9,3,4,4824.243075,931,210,1,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,50000
6331,1131302,2,11,114513,1,11,1,5,,,,,,,3,9,3,9,4,9,4,4,4,9,3,3,4824.243075,931,10,1,,2,,,,,,,,,,,,,,,,,,,,3,3,3,33333
6332,1131303,1,5,106499,1,5,1,20,,,3,,,,4,4,4,9,4,9,4,4,4,4,4,4,2159.923117,923,310,1,1,2,,4,,,,,,,,,,,,,,,,,,4,4,4,50000
6333,1131303,2,7,114497,1,7,1,7,,,,,,,3,9,3,9,4,9,4,4,4,9,3,4,2159.923117,931,10,1,,2,,,,,,,,,,,,,,,,,,,,3,3,3,40000
6334,1131303,2,10,114502,1,10,1,7,,,,,,,3,9,4,9,4,9,4,4,4,9,3,3,2159.923117,931,10,1,,2,,,,,,,,,,,,,,,,,,,,4,4,4,50000
6335,1131303,2,11,114513,1,11,1,5,,,,,,,3,9,3,9,4,9,4,4,4,9,3,3,2159.923117,931,10,1,,2,,,,,,,,,,,,,,,,,,,,3,3,3,33333
6336,1131303,2,11,114515,1,11,1,4,,,,,,,4,9,3,9,4,9,4,4,4,9,4,3,2159.923117,931,200,1,1,,3,,,,,,9,,,,,,,,,,,,,4,4,4,40000
6337,1131304,2,7,114497,1,7,1,7,,,,,,,3,9,3,9,4,9,4,4,4,9,3,4,5399.00512,931,10,1,,2,,,,,,,,,,,,,,,,,,,,3,3,3,40000
6338,1131304,2,7,114537,1,7,1,3,1,,,,,,4,4,4,9,3,9,4,4,3,4,3,2,5399.00512,932,20,1,1,,,,,,,,,10,,,,,,,,,,,,4,4,4,200000
6339,1131304,2,8,106500,1,8,1,4,1,,,,,,4,4,4,9,4,4,4,4,4,4,4,4,5399.00512,935,10,1,1,2,,,,,,,9,,,,,,,,,,,,,5,4,4,150000
6340,1131304,2,9,114526,2,9,1,3,1,,,,,,5,4,3,4,4,4,4,4,4,3,3,3,5399.00512,939,20,3,1,2,3,,,,,,9,,,,,,,,,,,,,5,4,4,400000
6341,1131304,2,10,114502,1,10,1,7,,,,,,,3,9,4,9,4,9,4,4,4,9,3,3,5399.00512,931,10,1,,2,,,,,,,,,,,,,,,,,,,,4,4,4,50000
6342,1131305,1,5,106497,1,5,1,4,,,,,,,3,4,4,9,4,4,5,5,5,4,3,3,5108.832172,911,10,1,,,,,,,,,,,,12,,,,,,,,,,4,4,4,15000
6343,1131305,1,5,106501,1,5,1,2,1,,,,,,3,4,4,9,4,9,4,4,4,4,4,4,5108.832172,911,10,1,,,,,,,,,9,,,12,,,,,,,,,,4,4,4,20000
6344,1131305,2,7,114497,1,7,1,7,,,,,,,3,9,3,9,4,9,4,4,4,9,3,4,5108.832172,931,10,1,,2,,,,,,,,,,,,,,,,,,,,3,3,3,40000
6345,1131305,2,7,114518,1,7,1,5,1,,,,,,4,9,3,9,3,9,5,5,5,4,3,2,5108.832172,931,190,1,,,,,5,,,,,,,,,,,,,,,,,4,4,4,100000
6346,1131305,2,10,114502,1,10,1,7,,,,,,,3,9,4,9,4,9,4,4,4,9,3,3,5108.832172,931,10,1,,2,,,,,,,,,,,,,,,,,,,,4,4,4,50000
6347,1131402,1,1,107166,2,1,1,5,,,,4,,,5,3,5,9,4,4,4,4,3,9,3,3,6740.37313,932,30,3,1,,,,,,,,,,,,,,,16,17,,,,,5,5,4,50000
6348,1131402,1,4,107167,1,4,1,8,,,3,,,,4,9,4,9,4,9,4,4,4,4,3,3,6740.37313,931,170,1,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,30000
6349,1131402,1,4,107168,1,4,1,2,1,,,,,,3,9,3,9,4,9,4,4,4,9,3,3,6740.37313,911,140,1,,,,,,,,,9,,,,,,,,,,,,,4,4,4,50000
6350,1131402,1,5,107169,1,5,1,2,1,,,,,,4,4,4,9,4,9,4,4,4,4,3,3,6740.37313,911,180,1,,,,,,,,,,,,,13,,,,,,,,,4,4,4,33000
6351,1131402,1,5,107171,1,5,1,10,,,3,,,,5,5,4,9,4,9,4,4,4,4,4,4,6740.37313,935,330,1,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,30000
6352,1131402,1,6,107173,1,6,1,2,1,,,,,,3,9,3,9,4,9,4,4,4,9,3,3,6740.37313,911,20,1,,,,,,,,,9,,,,,,,,,,,,,4,4,4,25000
6353,1131402,2,9,120515,1,9,1,10,,,3,,,,4,9,4,9,4,9,4,4,4,9,3,3,6740.37313,911,20,1,1,,,,,,,,,,,,,,,,,,,,,4,4,4,30000
6354,1131402,2,10,120516,1,10,1,10,,,3,,,,4,9,4,9,4,9,4,4,4,9,3,3,6740.37313,931,140,1,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,30000
6355,1131403,1,2,107179,2,2,1,2,1,,,,,,3,9,4,4,4,3,4,4,4,4,2,1,7521.40362,935,10,2,1,2,,,,,,,,,,,,,,,,,,,,4,3,4,200000
6356,1131403,1,5,107180,2,5,1,4,1,,,,,,4,4,4,4,4,3,4,4,4,4,2,4,7521.40362,931,10,3,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,300000
6357,1131403,1,6,107181,1,6,1,2,1,,,,,,9,9,4,9,4,4,4,4,4,3,3,3,7521.40362,911,30,1,,2,,,,,,,,,,,,,,,,,,,,4,4,4,60000
6358,1131403,2,9,120718,1,9,1,2,1,,,,,,4,9,3,9,4,4,4,4,4,9,3,3,7521.40362,911,30,1,1,,,,,,,,9,,,,,,,,,,,,,4,4,4,60000
6359,1131404,1,2,107182,2,2,1,5,1,,,,,,5,5,4,5,3,9,3,3,3,9,3,2,7521.40362,921,90,3,1,2,,,,,,,,,,,,,,,,,,,,5,4,3,250000
6360,1131404,2,10,120722,1,10,1,11,,,3,,,,4,9,4,9,4,9,4,4,4,9,3,3,7521.40362,931,370,1,1,,3,,,,,,,,,,,,,,,,,,,3,3,3,40000
6361,1131404,2,10,120724,1,10,1,10,,,3,,,,4,9,4,9,3,9,4,4,4,4,3,3,7521.40362,931,140,1,,,,,,,,,,10,,,,,,,,,,,,4,4,4,15000
6362,1131404,2,11,120728,1,11,1,11,,,3,,,,4,9,4,9,4,9,4,4,4,4,3,3,7521.40362,931,90,1,,,,,,,,,,10,,,,,,,,,,,,4,4,4,20000
6363,1131501,1,2,300345,1,2,1,5,,,,,,,3,3,3,9,2,2,2,2,2,2,2,2,17127.67682,923,10,1,,2,,,,,,,,,,,,,15,,,,,,,2,1,1,30000
6364,1131501,1,2,300346,2,2,1,5,,,,,,,4,4,4,4,3,3,3,3,3,3,3,3,17127.67682,931,240,2,,,,,,,7,,,,,,,,,,,,,,,4,4,4,50000
6365,1131501,1,2,300347,1,2,2,0,,,,,,,4,4,4,9,3,3,4,3,3,3,3,3,17127.67682,911,10,1,,,,,,,,,,,,,,,15,,,,,,,3,3,3,55000
6366,1131501,1,3,301158,1,3,1,7,,,,,,,3,3,3,9,3,3,3,3,3,3,3,3,17127.67682,931,240,1,1,,,,,,,,,,,,,,,,17,,,,,4,3,3,50000
6367,1131501,2,8,117244,2,8,1,5,,,,,,,4,9,3,4,4,9,4,4,4,4,3,3,17127.67682,932,70,4,1,2,3,,,,,,9,,,,,,,,,,,,,4,4,4,150000
6368,1131501,2,10,117245,2,10,1,5,,,,,,,4,4,3,4,4,4,4,4,4,4,3,3,17127.67682,932,70,2,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,100000
6369,1131501,2,12,117249,1,12,1,5,,,,,,,4,9,3,9,4,9,4,4,4,9,3,3,17127.67682,932,70,1,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,75000
6370,1131502,1,2,300345,1,2,1,5,,,,,,,3,3,3,9,2,2,2,2,2,2,2,2,16257.53865,923,10,1,,2,,,,,,,,,,,,,15,,,,,,,2,1,1,30000
6371,1131502,1,2,300346,2,2,1,5,,,,,,,4,4,4,4,3,3,3,3,3,3,3,3,16257.53865,931,240,2,,,,,,,7,,,,,,,,,,,,,,,4,4,4,50000
6372,1131502,2,8,117244,2,8,1,5,,,,,,,4,9,3,4,4,9,4,4,4,4,3,3,16257.53865,932,70,4,1,2,3,,,,,,9,,,,,,,,,,,,,4,4,4,150000
6373,1131502,2,10,117245,2,10,1,5,,,,,,,4,4,3,4,4,4,4,4,4,4,3,3,16257.53865,932,70,2,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,100000
6374,1131502,2,12,117249,1,12,1,5,,,,,,,4,9,3,9,4,9,4,4,4,9,3,3,16257.53865,932,70,1,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,75000
6375,1131701,2,7,120668,2,7,1,11,,,,,,6,4,4,3,4,4,4,4,4,4,4,4,4,6338.120562,936,30,2,1,2,3,,,,,,9,,,,,,,,,,,,,4,4,4,150000
6376,1131701,2,10,120671,2,10,1,6,,,,,,,4,4,4,4,4,9,4,4,4,9,3,3,6338.120562,937,340,2,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,133333
6377,1131702,1,5,107050,2,5,1,3,1,,,,,,5,5,4,4,4,9,4,4,4,9,4,4,6356.676308,938,370,3,1,2,,,,,,,,,,,,,,,,,,,,5,4,3,300000
6378,1131702,2,7,120668,2,7,1,11,,,,,,6,4,4,3,4,4,4,4,4,4,4,4,4,6356.676308,936,30,2,1,2,3,,,,,,9,,,,,,,,,,,,,4,4,4,150000
6379,1131702,2,10,120671,2,10,1,6,,,,,,,4,4,4,4,4,9,4,4,4,9,3,3,6356.676308,937,340,2,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,133333
6380,1131703,2,10,120671,2,10,1,6,,,,,,,4,4,4,4,4,9,4,4,4,9,3,3,6047.357186,937,340,2,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,133333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6382,1131801,2,8,120157,2,8,1,6,,,,,,,4,9,4,9,4,9,4,3,4,9,4,4,7133.899973,935,340,4,1,,,,,6,,,,,,,,,,,,,,,,4,3,3,200000
6383,1131801,2,10,120160,2,10,1,18,,,,,,,5,9,4,4,4,9,4,3,4,9,3,4,7133.899973,935,380,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,100000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6385,1131802,2,8,120157,2,8,1,6,,,,,,,4,9,4,9,4,9,4,3,4,9,4,4,6771.476119,935,340,4,1,,,,,6,,,,,,,,,,,,,,,,4,3,3,200000
6386,1131802,2,10,120160,2,10,1,18,,,,,,,5,9,4,4,4,9,4,3,4,9,3,4,6771.476119,935,380,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,100000
6387,1131901,2,8,120750,2,8,1,3,1,,,,,,4,9,3,3,4,9,4,4,4,4,4,4,13655.44236,923,320,2,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,150000
6388,1131901,2,12,120743,2,12,1,6,,,,,,,5,4,3,4,5,4,4,4,4,4,4,3,13655.44236,938,350,3,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,550000
6389,1131903,2,12,120743,2,12,1,6,,,,,,,5,4,3,4,5,4,4,4,4,4,4,3,13028.99443,938,350,3,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,550000
6390,1132001,2,12,116025,2,12,1,8,1,,,,,,4,4,4,4,4,9,4,4,4,9,4,4,3934.075735,932,30,3,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,120000
6391,1132101,1,4,104971,1,4,1,5,,,,,,,5,5,3,9,3,9,4,3,3,3,3,3,17313.47037,931,370,1,1,2,,,,6,,,,,,,,,,,,,,,,3,2,3,89130
6392,1132101,1,5,104980,1,5,1,8,,,,,,,3,9,2,9,3,3,4,3,3,3,2,2,17313.47037,931,110,1,,,,,5,,,,,,,,,,,,,,,,,3,3,3,83750
6393,1132101,1,6,105033,1,6,1,5,,,,,,,5,4,3,9,4,9,2,4,3,5,3,4,17313.47037,923,310,1,,2,,,,6,,,,,,12,,,,,,,,,,4,4,4,99210
6394,1132101,2,10,116460,1,10,1,5,,,,,,,4,9,4,9,4,9,3,3,3,4,3,3,17313.47037,931,240,1,1,,,,,6,,,,,,,,,,,,,,,21,4,3,4,22600
6395,1132101,2,10,116463,1,10,1,5,,,,,,,4,4,3,9,4,4,4,4,4,4,3,2,17313.47037,911,10,1,,2,,4,5,,,,,,,,,,,,,,,,,4,3,3,42025
6396,1132101,2,12,116468,1,12,1,5,,,,,,,4,9,4,9,4,3,3,3,3,4,3,3,17313.47037,931,380,1,,2,,,,,,,,,11,,,,,,,,,,,4,4,4,70725
6397,1132102,1,4,104971,1,4,1,5,,,,,,,5,5,3,9,3,9,4,3,3,3,3,3,16433.89332,931,370,1,1,2,,,,6,,,,,,,,,,,,,,,,3,2,3,89130
6398,1132102,1,5,104980,1,5,1,8,,,,,,,3,9,2,9,3,3,4,3,3,3,2,2,16433.89332,931,110,1,,,,,5,,,,,,,,,,,,,,,,,3,3,3,83750
6399,1132102,1,5,104994,1,5,1,4,,,,,,,5,9,3,9,3,3,4,4,3,9,2,3,16433.89332,931,110,1,1,,,,5,,,,,,,,,,,,,,,,,3,3,3,56780
6400,1132102,1,5,105004,1,5,1,4,,,,,,,5,5,4,9,4,3,4,4,4,3,4,3,16433.89332,931,110,1,1,,,,5,,,,,,,,,,,,,,,,,3,3,3,36080
6401,1132102,1,6,105033,1,6,1,5,,,,,,,5,4,3,9,4,9,2,4,3,5,3,4,16433.89332,923,310,1,,2,,,,6,,,,,,12,,,,,,,,,,4,4,4,99210
6402,1132102,2,10,116460,1,10,1,5,,,,,,,4,9,4,9,4,9,3,3,3,4,3,3,16433.89332,931,240,1,1,,,,,6,,,,,,,,,,,,,,,21,4,3,4,22600
6403,1132102,2,10,116463,1,10,1,5,,,,,,,4,4,3,9,4,4,4,4,4,4,3,2,16433.89332,911,10,1,,2,,4,5,,,,,,,,,,,,,,,,,4,3,3,42025
6404,1132102,2,12,116468,1,12,1,5,,,,,,,4,9,4,9,4,3,3,3,3,4,3,3,16433.89332,931,380,1,,2,,,,,,,,,11,,,,,,,,,,,4,4,4,70725
6405,1132301,1,2,302214,2,2,1,6,,,,,,,4,9,3,3,4,9,5,4,4,4,3,3,7133.899973,934,40,2,1,2,,,5,,,,,,,,,,,,,,,,,4,4,4,175000
6406,1132301,1,5,302215,2,5,1,6,,,,,,,4,9,3,4,4,9,4,4,4,4,3,4,7133.899973,931,190,2,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,90000
6407,1132301,1,6,302216,2,6,1,19,1,,,,,,5,4,4,4,4,9,5,4,4,4,3,3,7133.899973,932,410,3,1,2,3,,5,,,,9,,,,,,,,,,,,,4,3,4,300000
6408,1132301,2,8,120525,2,8,1,6,,,,,,,5,9,3,5,4,9,5,5,5,4,4,4,7133.899973,931,370,3,1,,3,,,6,,,9,,,,,,,,,,,,,4,4,4,200000
6409,1132301,2,11,120527,2,11,1,6,,,,,,,5,9,3,5,4,9,5,5,4,4,4,3,7133.899973,931,370,2,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,175000
6410,1132302,1,2,302214,2,2,1,6,,,,,,,4,9,3,3,4,9,5,4,4,4,3,3,5813.577828,934,40,2,1,2,,,5,,,,,,,,,,,,,,,,,4,4,4,175000
6411,1132302,1,5,302215,2,5,1,6,,,,,,,4,9,3,4,4,9,4,4,4,4,3,4,5813.577828,931,190,2,1,,3,,,6,,,,,,,,,,,,,,,,4,4,4,90000
6412,1132302,1,6,302216,2,6,1,19,1,,,,,,5,4,4,4,4,9,5,4,4,4,3,3,5813.577828,932,410,3,1,2,3,,5,,,,9,,,,,,,,,,,,,4,3,4,300000
6413,1132302,2,8,120525,2,8,1,6,,,,,,,5,9,3,5,4,9,5,5,5,4,4,4,5813.577828,931,370,3,1,,3,,,6,,,9,,,,,,,,,,,,,4,4,4,200000
6414,1132302,2,11,120527,2,11,1,6,,,,,,,5,9,3,5,4,9,5,5,4,4,4,3,5813.577828,931,370,2,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,175000
6415,1132401,1,1,110069,2,1,1,6,,,,,,,4,9,3,4,4,9,4,4,4,4,4,3,7779.33187,931,190,2,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,75000
6416,1132401,1,2,110070,2,2,1,6,,,,,,,4,9,3,4,4,9,4,4,4,4,3,3,7779.33187,931,190,2,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,75000
6417,1132401,1,5,110071,2,5,1,6,,,,,,,4,4,4,4,3,9,4,3,4,4,3,3,7779.33187,932,20,3,1,2,3,,,6,,,,,,,,,,,,,,,,4,4,4,100000
6418,1132401,2,8,121179,2,8,1,6,,,,,,,4,9,4,4,4,9,4,4,4,9,3,3,7779.33187,932,330,4,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,225000
6419,1132401,2,10,121181,2,10,1,6,,,,,,,4,4,4,4,4,9,4,4,4,9,3,3,7779.33187,934,380,4,1,2,3,,,,,,,,,,,,,,,,,,,4,4,4,200000
6420,1132401,2,12,121186,2,12,1,6,,,,,,,4,9,3,4,4,9,4,4,4,9,3,3,7779.33187,934,380,2,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,150000
6421,1132402,1,1,110069,2,1,1,6,,,,,,,4,9,3,4,4,9,4,4,4,4,4,3,6339.555004,931,190,2,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,75000
6422,1132402,1,2,110070,2,2,1,6,,,,,,,4,9,3,4,4,9,4,4,4,4,3,3,6339.555004,931,190,2,1,,3,,,,,,,,,,,,,,,,,,,4,4,4,75000
6423,1132402,1,5,110071,2,5,1,6,,,,,,,4,4,4,4,3,9,4,3,4,4,3,3,6339.555004,932,20,3,1,2,3,,,6,,,,,,,,,,,,,,,,4,4,4,100000
