,PID,type2,month,M_ID,q1,q2_a_1,q5,q5_1,q5_2_1,q5_2_2,q5_2_3,q5_2_4,q5_2_5,q5_2_6,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q10_7,q10_8,q10_9,q10_10,q10_11,q10_12,wt,q6_1,q6_1_1,q6_2,q6_6_1,q6_6_2,q6_6_3,q6_6_4,q6_6_5,q6_6_6,q6_6_7,q6_6_8,q6_6_9,q6_6_10,q6_6_11,q6_6_12,q6_6_13,q6_6_14,q6_6_15,q6_6_16,q6_6_17,q6_6_18,q6_6_19,q6_6_20,q6_6_21,q6_7,q6_8,q6_9,q7_2
12728,1237602,2,10,123309,1,10,1,5,1,,,,,,4,4,5,9,4,4,4,4,4,5,4,4,3417.801939,936,450,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
12729,1237602,2,12,123312,1,12,1,5,1,,,,,,4,5,5,9,4,4,4,4,5,9,4,4,3417.801939,936,420,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
12730,1237701,1,5,108472,1,5,1,5,,,,,,,4,4,5,9,4,9,4,4,4,9,4,4,3822.141633,936,410,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,66667
12731,1237701,2,7,123270,1,7,1,4,,,,,,,4,4,5,9,4,4,4,4,4,9,4,4,3822.141633,935,370,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12732,1237701,2,7,123285,1,7,1,4,1,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,3822.141633,924,20,1,,,,,,,,,,,,,,,,,,,,20,,4,4,4,80000
12733,1237701,2,8,123276,1,8,1,4,,,,,,,4,4,4,9,5,4,4,4,4,9,4,4,3822.141633,936,350,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12734,1237701,2,11,123283,1,11,1,4,1,,,,,,4,9,4,9,4,9,4,4,4,9,4,4,3822.141633,924,20,1,,,,,,,,,,,,,,,,,,,,20,,4,4,4,100000
12735,1237702,1,5,108472,1,5,1,5,,,,,,,4,4,5,9,4,9,4,4,4,9,4,4,4602.568512,936,410,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,66667
12736,1237702,2,7,123270,1,7,1,4,,,,,,,4,4,5,9,4,4,4,4,4,9,4,4,4602.568512,935,370,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12737,1237702,2,8,123276,1,8,1,4,,,,,,,4,4,4,9,5,4,4,4,4,9,4,4,4602.568512,936,350,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12738,1237702,2,9,123298,1,9,1,30,,,3,,,,4,4,4,9,5,9,4,4,4,4,4,4,4602.568512,934,50,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12739,1237702,2,9,123301,1,9,1,30,,,3,,,,4,4,5,9,4,4,4,4,4,9,4,4,4602.568512,936,400,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12740,1237702,2,11,123302,1,11,1,30,,,3,,,,4,4,5,9,4,4,4,4,4,4,4,4,4602.568512,933,20,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12741,1237702,2,11,123303,1,11,1,30,,,3,,,,4,4,5,9,4,4,4,5,4,9,4,4,4602.568512,935,50,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12742,1237703,1,5,108472,1,5,1,5,,,,,,,4,4,5,9,4,9,4,4,4,9,4,4,2060.674384,936,410,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,66667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12744,1237801,1,3,105634,1,3,1,4,1,,,,,,4,4,4,9,5,9,4,4,5,9,4,4,4551.939456,924,20,1,,,,,,,,,,,,,,,,,,,,20,,4,4,4,100000
12745,1237801,1,5,102637,1,5,1,7,,,,,,,4,4,4,9,5,4,4,4,4,9,4,4,4551.939456,936,410,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,50000
12746,1237801,1,6,105632,1,6,1,6,,,,,,,3,9,4,9,2,3,4,4,4,9,4,2,4551.939456,924,40,1,,,,,5,,,,,,,,,,,,,,,,,3,3,3,75000
12747,1237801,2,8,123240,2,8,1,7,,,,,,,4,4,5,4,4,4,5,4,4,4,4,4,4551.939456,936,460,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,83333
12748,1237802,1,5,102637,1,5,1,7,,,,,,,4,4,4,9,5,4,4,4,4,9,4,4,2879.057952,936,410,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,50000
12749,1237802,1,5,105697,1,5,1,2,,2,,,,,4,9,4,9,4,5,4,4,4,9,4,3,2879.057952,924,20,1,,2,,,,,,8,,,,,,,,,,,,,,4,4,4,200000
12750,1237802,1,6,105632,1,6,1,6,,,,,,,3,9,4,9,2,3,4,4,4,9,4,2,2879.057952,924,40,1,,,,,5,,,,,,,,,,,,,,,,,3,3,3,75000
12751,1237802,2,8,123240,2,8,1,7,,,,,,,4,4,5,4,4,4,5,4,4,4,4,4,2879.057952,936,460,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,83333
12752,1237802,2,11,123243,1,11,1,2,1,,,,,,4,4,5,9,4,4,4,4,4,9,4,4,2879.057952,936,410,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12753,1237802,2,12,123247,1,12,1,3,1,,,,,,9,9,4,9,4,9,4,4,4,9,4,3,2879.057952,924,20,1,,2,,,,,,,,,,,,,,,,,,20,,4,4,4,50000
12754,1237803,1,5,102637,1,5,1,7,,,,,,,4,4,4,9,5,4,4,4,4,9,4,4,1934.469661,936,410,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,50000
12755,1237803,1,5,105706,2,5,1,4,,,,4,,,4,5,4,4,4,4,4,4,4,9,4,4,1934.469661,934,30,4,1,2,3,,,6,,,,,,,,,,,,,,,,4,4,4,100000
12756,1237803,2,8,123240,2,8,1,7,,,,,,,4,4,5,4,4,4,5,4,4,4,4,4,1934.469661,936,460,2,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,83333
12757,1237901,1,2,108437,1,2,1,4,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,3506.106913,936,420,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
12758,1237901,1,3,108445,1,3,1,4,,,,,,,4,4,5,9,4,4,4,4,4,9,4,4,3506.106913,936,10,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
12759,1237902,1,2,108437,1,2,1,4,,,,,,,4,4,4,9,4,9,4,4,4,9,4,4,3327.985999,936,420,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
12760,1237902,1,3,108445,1,3,1,4,,,,,,,4,4,5,9,4,4,4,4,4,9,4,4,3327.985999,936,10,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,25000
12761,1238001,2,7,123120,1,7,1,5,1,,,,,,5,4,5,9,5,4,4,4,4,4,4,4,4292.469455,935,20,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,60000
12762,1238001,2,7,123124,1,7,1,3,1,,,,,,4,9,5,9,4,4,4,4,4,9,4,4,4292.469455,935,370,1,1,2,,,,6,,,,,,,,,,,,,,,,4,5,4,50000
12763,1238001,2,8,123121,1,8,1,4,,,,,,,4,5,5,9,5,9,5,5,4,9,4,4,4292.469455,936,410,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,35000
12764,1238001,2,9,123122,1,9,1,5,1,,,,,,4,5,4,9,4,4,4,4,4,9,4,4,4292.469455,936,10,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12765,1238001,2,11,123123,1,11,1,3,1,,,,,,9,9,5,9,5,9,5,5,4,9,5,4,4292.469455,924,20,1,,,,,,,,,,,,,,,,,,,,20,,4,4,4,60000
12766,1238002,1,3,108425,1,3,1,30,,,3,,,,4,4,4,9,4,4,4,4,4,9,4,4,4074.398928,936,410,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12767,1238002,1,4,108426,1,4,1,30,,,3,,,,4,4,4,9,4,9,4,4,4,9,4,4,4074.398928,935,380,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12768,1238002,1,5,108430,1,5,1,20,,,3,,,,4,4,4,9,4,9,5,4,4,9,4,4,4074.398928,936,330,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12769,1238002,1,6,123136,1,6,1,30,,,3,,,,5,4,4,9,4,9,4,4,4,9,4,4,4074.398928,936,410,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12770,1238002,2,7,123120,1,7,1,5,1,,,,,,5,4,5,9,5,4,4,4,4,4,4,4,4074.398928,935,20,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,60000
12771,1238002,2,7,123138,1,7,1,30,,,3,,,,4,5,4,9,4,4,4,5,4,4,4,4,4074.398928,935,10,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12772,1238002,2,8,123121,1,8,1,4,,,,,,,4,5,5,9,5,9,5,5,4,9,4,4,4074.398928,936,410,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,35000
12773,1238002,2,8,123139,1,8,1,30,,,3,,,,5,4,5,9,5,4,4,4,4,9,4,4,4074.398928,934,380,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12774,1238002,2,9,123122,1,9,1,5,1,,,,,,4,5,4,9,4,4,4,4,4,9,4,4,4074.398928,936,10,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12775,1238002,2,9,123142,1,9,1,30,,,3,,,,4,4,5,9,4,9,4,4,4,9,4,4,4074.398928,936,20,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12776,1238002,2,10,123192,1,10,1,30,,,3,,,,4,4,5,9,4,9,4,4,4,4,4,4,4074.398928,935,50,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12777,1238002,2,11,123205,1,11,1,30,,,3,,,,5,5,5,9,5,9,5,5,5,9,5,5,4074.398928,935,310,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12778,1238002,2,12,123213,2,12,1,30,,,3,,,,5,4,4,4,4,9,4,4,4,4,4,4,4074.398928,939,20,3,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,250000
12779,1238101,1,1,104736,2,1,1,13,,,3,,,,4,5,4,4,4,4,4,4,5,9,4,4,3750.446316,921,10,1,1,2,,,,,,8,,,,,,,,,,,,,,5,4,4,25000
12780,1238101,1,1,104736,2,1,1,13,,,3,,,,4,5,4,4,4,4,4,4,5,9,4,4,3750.446316,932,410,2,1,,,4,,,,,,,,,,,,,,,,,,5,4,4,375000
12781,1238101,1,3,104740,1,3,1,31,,,3,,,,4,4,4,9,4,4,4,4,4,9,4,4,3750.446316,938,110,1,1,,,,,,,,,,11,,,,,,,,,,,5,4,5,10000
12782,1238101,1,4,104742,1,4,1,29,,,3,,,,4,4,4,9,4,4,4,4,4,9,4,4,3750.446316,938,110,1,1,,,,,,,,,,11,,,,,,,,,,,4,4,4,0
12783,1238101,1,4,104747,1,4,1,28,,,3,,,,4,9,4,9,4,3,4,4,4,9,4,4,3750.446316,934,380,1,1,,,,5,,,,,,,,,,,,,,,,,4,4,4,10000
12784,1238101,2,11,122562,1,11,1,26,,,3,,,,4,4,4,9,4,4,5,5,4,9,4,4,3750.446316,933,10,1,1,2,,,,,,,,,,,,,,,,,,,,5,4,4,10000
12785,1238101,2,11,122563,2,11,1,23,,,,,,,5,4,5,4,4,5,5,5,4,4,3,4,3750.446316,939,10,3,1,2,,,,,,,9,,,,,,,,,,,,,5,4,4,250000
12786,1238102,1,1,104736,2,1,1,13,,,3,,,,4,5,4,4,4,4,4,4,5,9,4,4,4171.122247,921,10,1,1,2,,,,,,8,,,,,,,,,,,,,,5,4,4,25000
12787,1238102,1,1,104736,2,1,1,13,,,3,,,,4,5,4,4,4,4,4,4,5,9,4,4,4171.122247,932,410,2,1,,,4,,,,,,,,,,,,,,,,,,5,4,4,375000
12788,1238102,1,3,104740,1,3,1,31,,,3,,,,4,4,4,9,4,4,4,4,4,9,4,4,4171.122247,938,110,1,1,,,,,,,,,,11,,,,,,,,,,,5,4,5,10000
12789,1238102,1,4,104742,1,4,1,29,,,3,,,,4,4,4,9,4,4,4,4,4,9,4,4,4171.122247,938,110,1,1,,,,,,,,,,11,,,,,,,,,,,4,4,4,0
12790,1238102,2,8,122565,1,8,2,0,,,,,,,9,9,4,9,4,9,4,4,4,9,4,4,4171.122247,924,30,1,,,,,,,,,,,,,,,,,,,,,21,4,4,4,12000
12791,1238102,2,11,122562,1,11,1,26,,,3,,,,4,4,4,9,4,4,5,5,4,9,4,4,4171.122247,933,10,1,1,2,,,,,,,,,,,,,,,,,,,,5,4,4,10000
12792,1238102,2,11,122563,2,11,1,23,,,,,,,5,4,5,4,4,5,5,5,4,4,3,4,4171.122247,939,10,3,1,2,,,,,,,9,,,,,,,,,,,,,5,4,4,250000
12793,1238201,1,3,104838,1,3,1,31,,,3,,,,4,4,4,9,4,4,4,4,4,9,4,4,3775.337713,938,110,1,1,,,,,,,,,,11,,,,,,,,,,,5,4,4,10000
12794,1238201,1,4,104846,1,4,1,28,,,3,,,,4,9,4,9,4,4,5,5,3,9,4,4,3775.337713,934,380,1,1,,,,5,,,,,,,,,,,,,,,,,5,4,5,10000
12795,1238201,1,4,104852,1,4,1,30,,,3,,,,4,9,4,9,4,4,4,3,4,9,3,4,3775.337713,936,460,1,1,2,,,,,,,9,,,,,,,,,,,,,4,4,4,50000
12796,1238201,2,7,122559,1,7,2,0,,,,,,,9,9,4,9,4,9,4,4,4,9,4,4,3775.337713,924,10,1,,,,,,,,,,,,,,,,,,,,,21,4,4,4,10000
12797,1238201,2,9,122558,1,9,2,0,,,,,,,9,9,4,9,4,9,4,4,4,9,4,4,3775.337713,924,30,1,,,,,,,,,,,,,,,,,,,,,21,4,4,4,6000
12798,1238201,2,11,122557,1,11,1,26,,,3,,,,4,5,4,9,4,5,5,5,5,9,4,4,3775.337713,933,10,1,1,2,3,,,,,,,,,,,,,,,,,,,5,4,4,10000
12799,1238202,1,3,104838,1,3,1,31,,,3,,,,4,4,4,9,4,4,4,4,4,9,4,4,3583.539054,938,110,1,1,,,,,,,,,,11,,,,,,,,,,,5,4,4,10000
12800,1238202,2,11,122557,1,11,1,26,,,3,,,,4,5,4,9,4,5,5,5,5,9,4,4,3583.539054,933,10,1,1,2,3,,,,,,,,,,,,,,,,,,,5,4,4,10000
12801,1238202,2,11,122560,1,11,1,23,,,3,,,,4,4,4,9,4,4,5,5,4,9,4,4,3583.539054,936,370,1,1,2,,,,,,,,,11,,,,,,,,,,,5,4,4,10000
12802,1238301,1,1,104879,2,1,1,13,,,3,,,,5,4,4,4,4,4,4,4,4,9,3,4,5244.725463,921,10,1,1,2,,4,,,,,,,,,,,,,,,,,,5,5,5,200000
12803,1238301,1,1,104879,2,1,1,13,,,3,,,,5,4,4,4,4,4,4,4,4,9,3,4,5244.725463,932,410,2,1,,,4,,,,,,,,,,,,,,,,,,4,5,5,150000
12804,1238301,1,3,104884,1,3,1,31,,,3,,,,4,4,4,9,4,3,4,4,3,9,4,4,5244.725463,938,110,1,1,,,,,,,,,,11,,,,,,,,,,,4,4,4,10000
12805,1238301,2,8,122150,2,8,1,33,,,3,,,,5,4,4,4,4,4,4,4,4,4,4,4,5244.725463,932,60,3,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,25000
12806,1238301,2,9,122153,1,9,2,0,,,,,,,9,9,4,9,4,4,4,4,4,9,4,3,5244.725463,924,10,1,,,,,,,,,,,,,,,,,,,,,21,5,4,5,40000
12807,1238301,2,11,122151,1,11,1,26,,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,5244.725463,933,10,1,1,2,,,,,,,,,,,,,,,,,,,,5,4,4,5000
12808,1238302,1,1,104879,2,1,1,13,,,3,,,,5,4,4,4,4,4,4,4,4,9,3,4,7232.465439,921,10,1,1,2,,4,,,,,,,,,,,,,,,,,,5,5,5,200000
12809,1238302,1,1,104879,2,1,1,13,,,3,,,,5,4,4,4,4,4,4,4,4,9,3,4,7232.465439,932,410,2,1,,,4,,,,,,,,,,,,,,,,,,4,5,5,150000
12810,1238302,1,3,104884,1,3,1,31,,,3,,,,4,4,4,9,4,3,4,4,3,9,4,4,7232.465439,938,110,1,1,,,,,,,,,,11,,,,,,,,,,,4,4,4,10000
12811,1238302,1,4,104899,2,4,1,4,,,,4,,,5,4,4,4,4,5,4,4,4,9,4,4,7232.465439,921,90,3,1,2,3,,,,,,,,,,,,,,,,,,,5,4,5,70000
12812,1238302,2,8,122150,2,8,1,33,,,3,,,,5,4,4,4,4,4,4,4,4,4,4,4,7232.465439,932,60,3,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,25000
12813,1238302,2,11,122151,1,11,1,26,,,,,,,4,4,4,9,4,4,4,4,4,9,4,4,7232.465439,933,10,1,1,2,,,,,,,,,,,,,,,,,,,,5,4,4,5000
12814,1238401,1,3,104782,1,3,1,31,,,3,,,,4,4,4,9,4,4,4,5,4,9,4,4,5419.228503,938,110,1,1,,,,,,,,,,11,,,,,,,,,,,4,4,4,10000
12815,1238401,2,8,117905,2,8,1,8,,,,,,,5,4,4,4,4,4,4,5,4,4,3,4,5419.228503,939,10,2,,,,4,5,,,,,,,,,,,,,,,20,,4,5,5,33333
12816,1238401,2,8,117905,2,8,1,8,,,,,,,5,4,4,4,4,4,4,5,4,4,3,4,5419.228503,936,20,1,,,,,,,,,,,,,,,,,17,,,,,4,4,5,16667
12817,1238401,2,11,117910,1,11,1,23,,,3,,,,4,4,4,9,4,4,5,5,5,4,4,4,5419.228503,911,10,1,1,,,,,,,,9,,,,,,,,,,,,,5,4,5,15000
12818,1238402,1,3,104782,1,3,1,31,,,3,,,,4,4,4,9,4,4,4,5,4,9,4,4,7027.975827,938,110,1,1,,,,,,,,,,11,,,,,,,,,,,4,4,4,10000
12819,1238402,2,8,117905,2,8,1,8,,,,,,,5,4,4,4,4,4,4,5,4,4,3,4,7027.975827,939,10,2,,,,4,5,,,,,,,,,,,,,,,20,,4,5,5,33333
12820,1238402,2,8,117905,2,8,1,8,,,,,,,5,4,4,4,4,4,4,5,4,4,3,4,7027.975827,936,20,1,,,,,,,,,,,,,,,,,17,,,,,4,4,5,16667
12821,1238402,2,11,117910,1,11,1,23,,,3,,,,4,4,4,9,4,4,5,5,5,4,4,4,7027.975827,911,10,1,1,,,,,,,,9,,,,,,,,,,,,,5,4,5,15000
12822,1238403,1,6,105604,2,6,1,12,,,,,,,4,4,4,9,3,4,4,4,4,9,3,4,4538.324751,934,380,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,75000
12823,1238403,2,7,122371,2,7,1,16,,,,,,,5,4,5,4,4,4,5,5,4,4,4,4,4538.324751,935,380,3,1,,,,,6,,,9,,,,,,,,,,,,,4,5,4,150000
12824,1238403,2,7,122373,1,7,1,4,1,,,,,,4,4,5,9,5,9,4,4,4,9,4,4,4538.324751,936,10,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12825,1238403,2,8,122372,2,8,1,7,,,,,,,4,9,5,4,4,9,4,4,5,9,4,2,4538.324751,936,40,2,,,3,,,6,,,,,,,,,,,,,,,,4,4,4,150000
12826,1238403,2,8,122375,1,8,1,4,1,,,,,,4,2,5,9,4,4,4,4,4,9,4,4,4538.324751,936,420,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12827,1238403,2,10,122377,1,10,1,4,1,,,,,,4,4,5,9,4,4,4,5,4,9,4,4,4538.324751,936,410,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12828,1238403,2,11,122381,1,11,1,4,1,,,,,,4,4,5,9,5,4,4,4,4,9,4,4,4538.324751,936,390,1,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12829,1238404,1,6,105604,2,6,1,12,,,,,,,4,4,4,9,3,4,4,4,4,9,3,4,4781.225578,934,380,2,1,2,,,,6,,,,,,,,,,,,,,,,4,4,4,75000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12831,1238404,2,7,122371,2,7,1,16,,,,,,,5,4,5,4,4,4,5,5,4,4,4,4,4781.225578,935,380,3,1,,,,,6,,,9,,,,,,,,,,,,,4,5,4,150000
12832,1238404,2,7,122382,1,7,1,2,1,,,,,,4,9,5,9,4,9,4,4,4,9,4,4,4781.225578,936,460,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,50000
12833,1238404,2,8,122372,2,8,1,7,,,,,,,4,9,5,4,4,9,4,4,5,9,4,2,4781.225578,936,40,2,,,3,,,6,,,,,,,,,,,,,,,,4,4,4,150000
12834,1238404,2,8,122383,1,8,1,2,1,,,,,,4,9,5,9,4,4,4,4,4,9,4,4,4781.225578,936,460,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12835,1238404,2,11,122384,1,11,1,2,1,,,,,,4,9,5,9,4,4,4,4,5,9,4,4,4781.225578,936,400,1,1,,,,,6,,,,,,,,,,,,,,,,4,4,4,30000
12836,1238502,2,10,117928,1,10,1,5,1,,,,,,4,9,4,9,4,4,4,5,4,4,4,4,3693.557593,936,430,1,,,,,5,,,,,,11,,,,,,,,,,,4,4,4,15000
12837,1238601,1,1,104608,2,1,1,13,,,3,,,,5,4,4,4,4,4,4,4,4,9,3,4,4759.30532,921,10,2,1,2,,,,,,,,,,,,,,,,,,,,5,4,4,258333
12838,1238601,1,1,104608,2,1,1,13,,,3,,,,5,4,4,4,4,4,4,4,4,9,3,4,4759.30532,932,410,1,1,2,,,,6,,,,,,,,,,,,,,,,5,4,5,141667
12839,1238601,1,3,104616,1,3,1,31,,,3,,,,4,4,4,9,4,4,4,5,4,9,4,4,4759.30532,938,110,1,1,,,,,,,,,,11,,,,,,,,,,,4,4,4,10000
12840,1238601,1,3,104620,1,3,1,30,,,3,,,,5,9,4,9,4,4,4,4,4,9,4,4,4759.30532,921,90,1,1,2,,,,,,,,,,,,,,,,,,,,5,4,5,20000
12841,1238601,1,4,104623,1,4,1,28,,,3,,,,5,4,4,9,4,4,4,4,4,9,3,4,4759.30532,938,360,1,1,,,,,,,,,,,,,,,,,,,,,5,4,4,20000
12842,1238601,1,5,104627,1,5,1,30,,,3,,,,4,5,4,9,4,4,4,4,3,9,4,4,4759.30532,938,360,1,1,,,4,,,,,,,,,,,,,,,,,,5,4,4,20000
12843,1238601,2,7,122419,1,7,1,30,,,3,,,,5,4,4,9,4,5,4,4,5,9,4,4,4759.30532,935,330,1,1,2,,,,,,,,,,,,,,,,,,,,5,4,4,20000
12844,1238601,2,8,122420,1,8,1,29,,,3,,,,4,4,4,9,4,4,4,4,3,9,3,4,4759.30532,935,360,1,1,2,,,,,,,,,,,,,,,,,,,,5,4,4,20000
12845,1238601,2,9,122421,1,9,1,32,,,3,,,,4,4,4,9,4,5,5,4,4,4,4,4,4759.30532,936,410,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,20000
12846,1238601,2,11,122417,1,11,1,26,,,3,,,,5,4,4,9,4,4,5,5,5,9,4,4,4759.30532,933,10,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,10000
12847,1238601,2,11,122418,2,11,1,27,,,3,,,,5,4,4,5,4,5,4,5,4,5,4,4,4759.30532,939,10,2,1,2,,,,,,,9,,,,,,,,,,,,,5,4,5,15000
12848,1238601,2,11,122422,1,11,1,32,,,3,,,,4,4,4,9,4,4,4,4,4,4,4,4,4759.30532,935,40,1,1,2,,,,,,,,,,,,,,,,,,,,5,4,5,20000
12849,1238602,1,1,104608,2,1,1,13,,,3,,,,5,4,4,4,4,4,4,4,4,9,3,4,6172.148438,921,10,2,1,2,,,,,,,,,,,,,,,,,,,,5,4,4,258333
12850,1238602,1,1,104608,2,1,1,13,,,3,,,,5,4,4,4,4,4,4,4,4,9,3,4,6172.148438,932,410,1,1,2,,,,6,,,,,,,,,,,,,,,,5,4,5,141667
12851,1238602,1,3,104616,1,3,1,31,,,3,,,,4,4,4,9,4,4,4,5,4,9,4,4,6172.148438,938,110,1,1,,,,,,,,,,11,,,,,,,,,,,4,4,4,10000
12852,1238602,2,11,122417,1,11,1,26,,,3,,,,5,4,4,9,4,4,5,5,5,9,4,4,6172.148438,933,10,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,10000
12853,1238602,2,11,122418,2,11,1,27,,,3,,,,5,4,4,5,4,5,4,5,4,5,4,4,6172.148438,939,10,2,1,2,,,,,,,9,,,,,,,,,,,,,5,4,5,15000
12854,1238602,2,11,122423,1,11,1,13,,,3,,,,4,4,4,9,4,4,5,5,4,9,4,4,6172.148438,936,370,1,1,,,,,,,,,,11,,,,,,,,,,,4,4,4,10000
12855,1238602,2,11,122424,1,11,1,13,,,3,,,,4,4,4,9,4,4,4,4,3,9,4,4,6172.148438,935,40,1,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,10000
12856,1238701,1,1,104856,2,1,1,13,,,3,,,,4,4,4,4,4,4,4,5,3,9,4,4,11443.39194,921,10,1,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,50000
12857,1238701,1,1,104856,2,1,1,13,,,3,,,,4,4,4,4,4,4,4,5,3,9,4,4,11443.39194,932,410,2,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,350000
12858,1238701,1,3,104865,1,3,1,31,,,3,,,,4,4,4,9,4,4,4,3,4,9,4,4,11443.39194,938,110,1,1,,,,,,,,,,11,,,,,,,,,,,5,5,5,10000
12859,1238701,1,4,104872,1,4,1,28,,,3,,,,5,9,4,9,4,4,4,5,3,9,4,4,11443.39194,934,380,1,1,,,,5,,,,,,,,,,,,,,,,,5,5,5,10000
12860,1238701,2,11,122161,1,11,1,26,,,3,,,,5,4,4,9,4,4,4,5,4,9,4,4,11443.39194,933,10,1,1,2,,,,,,,9,,,,,,,,,,,,,5,4,5,10000
12861,1238701,2,11,122162,2,11,1,23,,,3,,,,5,4,4,4,4,4,4,5,5,5,4,4,11443.39194,939,10,3,1,,,,5,,,,9,,,,,,,,,,,,,5,4,5,75000
12862,1238701,2,11,122163,2,11,1,13,,,,,,,5,4,4,4,4,4,4,4,4,5,4,4,11443.39194,938,90,2,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,75000
12863,1238702,1,1,104856,2,1,1,13,,,3,,,,4,4,4,4,4,4,4,5,3,9,4,4,10862.03276,921,10,1,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,50000
12864,1238702,1,1,104856,2,1,1,13,,,3,,,,4,4,4,4,4,4,4,5,3,9,4,4,10862.03276,932,410,2,1,2,,,,6,,,,,,,,,,,,,,,,5,5,5,350000
12865,1238702,1,3,104865,1,3,1,31,,,3,,,,4,4,4,9,4,4,4,3,4,9,4,4,10862.03276,938,110,1,1,,,,,,,,,,11,,,,,,,,,,,5,5,5,10000
12866,1238702,2,11,122161,1,11,1,26,,,3,,,,5,4,4,9,4,4,4,5,4,9,4,4,10862.03276,933,10,1,1,2,,,,,,,9,,,,,,,,,,,,,5,4,5,10000
12867,1238702,2,11,122162,2,11,1,23,,,3,,,,5,4,4,4,4,4,4,5,5,5,4,4,10862.03276,939,10,3,1,,,,5,,,,9,,,,,,,,,,,,,5,4,5,75000
12868,1238702,2,11,122163,2,11,1,13,,,,,,,5,4,4,4,4,4,4,4,4,5,4,4,10862.03276,938,90,2,1,2,,,,,,,,,,,,,,,,,,,,4,4,4,75000
