PID	M_ID	nature	traffic	food	info	facility	kind	total	loc_code	money	age	age_group	money_group	label_group	a_c
1183801	303311	5	4	3	3	2	3	4	933030	35000	62	5	1	13	충북 제천시
1183802	303311	5	4	3	3	2	3	4	933030	35000	59	4	1	10	충북 제천시
1183804	303800	4	4	3	4	2	3	4	933030	25000	37	3	1	7	충북 제천시
1183902	121081	4	4	4	4	5	5	5	933030	60000	59	4	2	11	충북 제천시
1184402	117017	4	4	4	3	4	4	3	933030	25000	79	5	1	13	충북 제천시
1185307	118744	3	4	3	4	4	4	4	933030	20000	26	2	1	4	충북 제천시
1185903	302035	4	4	4	4	4	4	4	933030	16667	19	1	1	1	충북 제천시
1191802	101957	4	4	4	4	4	4	3	933030	150000	70	5	3	15	충북 제천시
1198501	301809	4	4	3	3	3	3	3	933030	100000	41	3	3	9	충북 제천시
1198501	301810	4	4	3	3	3	3	3	933030	100000	41	3	3	9	충북 제천시
1198502	301809	4	4	3	3	3	3	3	933030	100000	37	3	3	9	충북 제천시
1198502	301810	4	4	3	3	3	3	3	933030	100000	37	3	3	9	충북 제천시
1198802	113958	4	4	4	3	4	3	5	933030	50000	61	5	2	14	충북 제천시
1200703	106362	4	4	4	3	3	4	4	933030	50000	28	2	2	5	충북 제천시
1206301	300924	5	5	5	5	5	5	5	933030	24500	57	4	1	10	충북 제천시
1206302	300924	5	5	5	5	5	5	5	933030	24500	53	4	1	10	충북 제천시
1206303	300924	5	5	5	5	5	5	5	933030	24500	26	2	1	4	충북 제천시
1206304	300924	5	5	5	5	5	5	5	933030	24500	20	2	1	4	충북 제천시
1206305	300924	5	5	5	5	5	5	5	933030	24500	18	1	1	1	충북 제천시
1210201	100339	5	4	4	4	4	4	4	933030	15000	51	4	1	10	충북 제천시
1210202	100339	5	4	4	4	4	4	4	933030	15000	47	4	1	10	충북 제천시
1210203	100339	5	4	4	4	4	4	4	933030	15000	17	1	1	1	충북 제천시
1210205	104831	4	4	4	4	4	4	4	933030	5000	88	6	1	16	충북 제천시
1210205	900207	4	4	4	4	4	4	4	933030	50000	88	6	2	17	충북 제천시
1211002	112949	4	3	3	3	4	4	3	933030	40000	55	4	1	10	충북 제천시
1228701	116266	4	4	3	4	4	4	4	933030	20000	76	5	1	13	충북 제천시
1228702	116266	4	4	3	4	4	4	4	933030	20000	75	5	1	13	충북 제천시
1302401	303800	4	4	3	4	2	3	4	933030	25000	42	3	1	7	충북 제천시
1324401	120983	4	4	3	3	4	3	3	933030	82500	32	3	2	8	충북 제천시
1500701	101483	4	4	4	3	4	3	4	933030	83333	82	6	2	17	충북 제천시
1500701	900054	4	4	4	3	4	3	4	933030	83333	82	6	2	17	충북 제천시
1505402	122103	4	4	4	4	3	4	4	933030	30000	39	3	1	7	충북 제천시
1506901	106897	5	4	4	4	4	3	4	933030	107000	56	4	3	12	충북 제천시
1507301	106866	4	4	4	4	4	4	4	933030	30000	52	4	1	10	충북 제천시
1518601	101914	4	3	4	3	4	4	4	933030	37500	31	3	1	7	충북 제천시
1518602	101914	4	3	4	3	4	4	4	933030	37500	34	3	1	7	충북 제천시
1523401	301236	4	3	4	3	3	3	4	933030	125000	56	4	3	12	충북 제천시
1523402	301236	4	3	4	3	3	3	4	933030	125000	51	4	3	12	충북 제천시
1523402	301267	5	3	5	4	4	4	4	933030	100000	51	4	3	12	충북 제천시
1523403	301267	5	3	5	4	4	4	4	933030	100000	25	2	3	6	충북 제천시
1524101	302605	3	3	3	3	3	3	3	933030	0	38	3	1	7	충북 제천시
1524102	302605	3	3	3	3	3	3	3	933030	0	31	3	1	7	충북 제천시
1528503	120983	4	4	3	3	4	3	3	933030	82500	32	3	2	8	충북 제천시
1536401	109559	4	4	3	3	3	4	4	933030	75000	49	4	2	11	충북 제천시
1536402	109559	4	4	3	3	3	4	4	933030	75000	43	3	2	8	충북 제천시
1537001	107752	4	4	4	4	4	4	4	933030	20000	47	4	1	10	충북 제천시
1006301	110859	3	3	3	3	3	3	3	934060	25000	69	5	1	13	충남 논산시
1012201	109811	5	4	4	4	4	4	4	934060	33333	44	3	1	7	충남 논산시
1012202	109811	5	4	4	4	4	4	4	934060	33333	34	3	1	7	충남 논산시
1068802	112051	4	4	4	4	4	4	4	934060	90000	81	6	2	17	충남 논산시
1105401	109033	4	5	4	4	4	4	4	934060	80000	83	6	2	17	충남 논산시
1116301	102441	4	4	4	4	4	4	4	934060	65000	79	5	2	14	충남 논산시
1116301	117859	4	4	4	4	4	4	4	934060	17500	79	5	1	13	충남 논산시
1116302	102441	4	4	4	4	4	4	4	934060	65000	74	5	2	14	충남 논산시
1116302	117859	4	4	4	4	4	4	4	934060	17500	74	5	1	13	충남 논산시
1117401	106811	4	4	4	4	4	4	4	934060	50000	81	6	2	17	충남 논산시
1117402	106811	4	4	4	4	4	4	4	934060	50000	75	5	2	14	충남 논산시
1119302	100446	3	4	4	4	3	4	4	934060	20000	67	5	1	13	충남 논산시
1120801	119623	4	5	4	4	4	4	4	934060	50000	48	4	2	11	충남 논산시
1120801	119627	4	5	4	4	4	4	4	934060	50000	48	4	2	11	충남 논산시
1120802	119618	4	5	4	4	4	4	4	934060	70000	48	4	2	11	충남 논산시
1120802	119623	4	5	4	4	4	4	4	934060	50000	48	4	2	11	충남 논산시
1120802	119627	4	5	4	4	4	4	4	934060	50000	48	4	2	11	충남 논산시
1167101	106240	3	4	4	4	3	3	3	934060	150000	82	6	3	18	충남 논산시
1167102	106240	3	4	4	4	3	3	3	934060	150000	75	5	3	15	충남 논산시
1174301	105774	4	4	4	4	3	4	3	934060	133333	57	4	3	12	충남 논산시
1174302	105774	4	4	4	4	3	4	3	934060	133333	53	4	3	12	충남 논산시
1185701	121102	4	4	4	3	3	3	4	934060	65000	71	5	2	14	충남 논산시
1185702	121102	4	4	4	3	3	3	4	934060	65000	66	5	2	14	충남 논산시
1209801	106790	4	4	4	4	4	4	3	934060	25000	47	4	1	10	충남 논산시
1209802	106790	4	4	4	4	4	4	3	934060	25000	47	4	1	10	충남 논산시
1209803	106790	4	4	4	4	4	4	3	934060	25000	20	2	1	4	충남 논산시
1209804	106790	4	4	4	4	4	4	3	934060	25000	17	1	1	1	충남 논산시
1214101	113257	3	3	4	4	4	4	3	934060	12900	88	6	1	16	충남 논산시
1214101	113258	3	3	4	4	4	4	3	934060	12900	88	6	1	16	충남 논산시
1214101	113260	4	3	4	4	4	4	4	934060	12900	88	6	1	16	충남 논산시
1214101	113261	4	4	4	4	4	4	4	934060	12900	88	6	1	16	충남 논산시
1214201	113327	4	4	4	4	4	4	4	934060	10000	82	6	1	16	충남 논산시
1214501	113374	3	4	4	4	4	4	3	934060	17900	64	5	1	13	충남 논산시
1214901	115054	4	3	3	4	3	3	4	934060	102500	56	4	3	12	충남 논산시
1214902	100844	4	4	4	4	4	4	4	934060	170000	52	4	3	12	충남 논산시
1214902	100845	4	4	4	4	4	4	4	934060	250000	52	4	3	12	충남 논산시
1214902	100846	4	4	4	4	4	4	4	934060	36000	52	4	1	10	충남 논산시
1214902	115054	4	3	3	4	3	3	4	934060	102500	52	4	3	12	충남 논산시
1214902	115060	4	4	4	4	4	4	4	934060	45800	52	4	1	10	충남 논산시
1215103	116576	3	4	3	4	4	4	3	934060	75000	67	5	2	14	충남 논산시
1215201	100766	3	4	3	4	3	4	3	934060	41125	73	5	1	13	충남 논산시
1215201	100767	3	4	3	4	3	3	3	934060	41000	73	5	1	13	충남 논산시
1215202	100766	3	4	3	4	3	4	3	934060	41125	71	5	1	13	충남 논산시
1215202	100767	3	4	3	4	3	3	3	934060	41000	71	5	1	13	충남 논산시
1215203	113438	4	4	4	4	3	3	4	934060	108700	21	2	3	6	충남 논산시
1245201	100900	4	4	4	4	4	4	4	934060	40000	51	4	1	10	충남 논산시
1522601	115151	3	3	3	4	4	3	3	934060	66667	58	4	2	11	충남 논산시
1522602	115151	3	3	3	4	4	3	3	934060	66667	58	4	2	11	충남 논산시
1522604	115151	3	3	3	4	4	3	3	934060	66667	22	2	2	5	충남 논산시
1535502	301801	5	5	4	4	4	4	5	934060	20000	42	3	1	7	충남 논산시
1006401	123619	3	4	3	3	3	3	3	925050	22500	70	5	1	13	대전 대덕구
1006402	123619	3	4	3	3	3	3	3	925050	22500	68	5	1	13	대전 대덕구
1006403	110777	3	3	3	3	3	3	3	925050	10000	38	3	1	7	대전 대덕구
1006403	123616	3	5	3	3	3	3	3	925050	25000	38	3	1	7	대전 대덕구
1006403	123617	3	3	3	3	3	3	3	925050	25000	38	3	1	7	대전 대덕구
1006403	123619	3	4	3	3	3	3	3	925050	22500	38	3	1	7	대전 대덕구
1006405	110777	3	3	3	3	3	3	3	925050	10000	33	3	1	7	대전 대덕구
1006405	123616	3	5	3	3	3	3	3	925050	25000	33	3	1	7	대전 대덕구
1006405	123617	3	3	3	3	3	3	3	925050	25000	33	3	1	7	대전 대덕구
1006405	123619	3	4	3	3	3	3	3	925050	22500	33	3	1	7	대전 대덕구
1050401	120117	4	4	4	3	3	4	4	925050	25000	50	4	1	10	대전 대덕구
1050402	120117	4	4	4	3	3	4	4	925050	25000	44	3	1	7	대전 대덕구
1074801	106421	5	5	4	4	4	5	4	925050	20000	74	5	1	13	대전 대덕구
1074802	106421	5	5	4	4	4	5	4	925050	20000	70	5	1	13	대전 대덕구
1098702	108233	4	4	4	3	4	4	4	925050	220000	44	3	3	9	대전 대덕구
1107001	110422	4	4	3	4	4	3	4	925050	70000	68	5	2	14	대전 대덕구
1118801	100213	3	3	3	4	4	4	3	925050	320000	69	5	3	15	대전 대덕구
1118801	113975	3	3	4	3	3	4	4	925050	10000	69	5	1	13	대전 대덕구
1118801	113976	3	4	4	3	3	3	3	925050	10000	69	5	1	13	대전 대덕구
1118801	113978	3	4	3	4	4	4	4	925050	1250	69	5	1	13	대전 대덕구
1118801	113983	3	3	4	3	3	3	3	925050	10000	69	5	1	13	대전 대덕구
1118801	113981	3	4	4	3	3	3	3	925050	10000	69	5	1	13	대전 대덕구
1118801	113985	3	3	4	4	4	4	4	925050	10000	69	5	1	13	대전 대덕구
1121402	107764	4	4	4	4	4	4	4	925050	20000	58	4	1	10	대전 대덕구
1146302	118177	4	4	4	3	3	4	4	925050	35000	48	4	1	10	대전 대덕구
1171802	123743	5	4	4	4	4	3	4	925050	25000	69	5	1	13	대전 대덕구
1178801	117672	5	3	4	4	4	4	4	925050	40000	75	5	1	13	대전 대덕구
1204301	100167	3	4	4	3	3	3	3	925050	16667	72	5	1	13	대전 대덕구
1204302	100167	3	4	4	3	3	3	3	925050	16667	64	5	1	13	대전 대덕구
1204303	100167	3	4	4	3	3	3	3	925050	16667	95	6	1	16	대전 대덕구
1214301	105907	4	4	4	3	4	3	3	925050	50000	65	5	2	14	대전 대덕구
1311901	301926	3	4	4	4	4	4	3	925050	50000	31	3	2	8	대전 대덕구
1006501	110862	4	3	3	4	4	3	3	934310	30000	84	6	1	16	충남 금산군
1014203	123765	5	4	4	4	4	4	4	934310	35000	76	5	1	13	충남 금산군
1068601	102753	4	4	4	4	4	4	4	934310	40000	66	5	1	13	충남 금산군
1068601	102754	4	4	4	4	4	4	4	934310	40000	66	5	1	13	충남 금산군
1068601	102755	4	4	4	4	4	4	4	934310	40000	66	5	1	13	충남 금산군
1068601	102765	4	4	4	4	4	4	4	934310	40000	66	5	1	13	충남 금산군
1068601	102767	4	4	4	4	4	4	4	934310	40000	66	5	1	13	충남 금산군
1068601	102768	4	4	4	4	4	4	4	934310	40000	66	5	1	13	충남 금산군
1068601	112045	4	4	4	4	4	4	4	934310	40000	66	5	1	13	충남 금산군
1068601	112046	4	4	4	4	4	4	4	934310	40000	66	5	1	13	충남 금산군
1068601	112050	4	4	4	4	4	4	4	934310	40000	66	5	1	13	충남 금산군
1068601	112047	4	4	4	4	4	4	4	934310	40000	66	5	1	13	충남 금산군
1068601	112048	4	4	4	4	4	4	4	934310	40000	66	5	1	13	충남 금산군
1068601	112049	4	4	4	4	4	4	4	934310	40000	66	5	1	13	충남 금산군
1068802	102747	4	4	4	4	4	4	4	934310	120000	81	6	3	18	충남 금산군
1068802	112052	4	4	4	4	4	4	4	934310	180000	81	6	3	18	충남 금산군
1116301	117858	4	4	4	4	4	4	4	934310	37500	79	5	1	13	충남 금산군
1116301	117864	4	4	4	4	4	4	4	934310	51500	79	5	2	14	충남 금산군
1116302	117858	4	4	4	4	4	4	4	934310	37500	74	5	1	13	충남 금산군
1116302	117864	4	4	4	4	4	4	4	934310	51500	74	5	2	14	충남 금산군
1116801	113334	3	3	4	4	4	4	3	934310	30000	80	6	1	16	충남 금산군
1116901	118688	4	4	4	4	3	3	4	934310	25000	44	3	1	7	충남 금산군
1116901	118693	3	4	4	4	4	3	3	934310	50000	44	3	2	8	충남 금산군
1116902	104806	4	4	5	4	4	4	4	934310	50000	41	3	2	8	충남 금산군
1116902	118688	4	4	4	4	3	3	4	934310	25000	41	3	1	7	충남 금산군
1116903	118688	4	4	4	4	3	3	4	934310	25000	74	5	1	13	충남 금산군
1116904	118688	4	4	4	4	3	3	4	934310	25000	72	5	1	13	충남 금산군
1116905	118688	4	4	4	4	3	3	4	934310	25000	17	1	1	1	충남 금산군
1116906	118688	4	4	4	4	3	3	4	934310	25000	16	1	1	1	충남 금산군
1118401	105821	4	4	4	4	4	4	3	934310	10000	72	5	1	13	충남 금산군
1118402	105821	4	4	4	4	4	4	3	934310	10000	66	5	1	13	충남 금산군
1119101	102194	4	4	3	4	3	3	3	934310	52667	70	5	2	14	충남 금산군
1119102	102194	4	4	3	4	3	3	3	934310	52667	67	5	2	14	충남 금산군
1119104	102194	4	4	3	4	3	3	3	934310	52667	40	3	2	8	충남 금산군
1120002	115120	3	4	4	4	3	3	4	934310	100000	40	3	3	9	충남 금산군
1121802	116709	3	4	4	4	4	4	4	934310	50000	49	4	2	11	충남 금산군
1124301	113134	4	4	4	4	4	4	4	934310	70000	79	5	2	14	충남 금산군
1133202	300760	4	4	4	4	4	4	3	934310	12500	58	4	1	10	충남 금산군
1133203	300760	4	4	4	4	4	4	3	934310	12500	28	2	1	4	충남 금산군
1133204	300782	4	4	4	4	3	4	4	934310	25000	31	3	1	7	충남 금산군
1202701	105803	5	5	5	4	4	4	4	934310	60000	73	5	2	14	충남 금산군
1205101	102964	4	4	5	4	4	4	3	934310	10000	83	6	1	16	충남 금산군
1217401	119616	5	4	4	4	4	4	4	934310	40000	46	4	1	10	충남 금산군
1217402	119616	5	4	4	4	4	4	4	934310	40000	28	2	1	4	충남 금산군
1217403	119616	5	4	4	4	4	4	4	934310	40000	75	5	1	13	충남 금산군
1233301	115371	5	5	4	4	4	5	5	934310	25000	63	5	1	13	충남 금산군
1311901	300782	4	4	4	4	3	4	4	934310	25000	31	3	1	7	충남 금산군
1535401	109916	4	4	5	4	4	4	4	934310	100000	68	5	3	15	충남 금산군
1535401	109925	4	4	5	4	4	4	4	934310	75000	68	5	2	14	충남 금산군
1536401	109547	4	5	4	4	4	3	4	934310	33333	49	4	1	10	충남 금산군
1536402	109547	4	5	4	4	4	3	4	934310	33333	43	3	1	7	충남 금산군
1536403	109547	4	5	4	4	4	3	4	934310	33333	16	1	1	1	충남 금산군
1006601	110809	5	4	4	4	4	4	3	937420	75000	71	5	2	14	경북 울진군
1010801	107033	5	4	4	3	3	4	4	937420	50000	76	5	2	14	경북 울진군
1010802	107033	5	4	4	3	3	4	4	937420	50000	68	5	2	14	경북 울진군
1010803	107033	5	4	4	3	3	4	4	937420	50000	45	3	2	8	경북 울진군
1036403	110252	5	4	4	4	4	4	4	937420	166667	37	3	3	9	경북 울진군
1066901	100613	4	4	4	4	4	4	4	937420	40000	85	6	1	16	경북 울진군
1072602	120487	4	4	4	4	4	5	4	937420	50000	62	5	2	14	경북 울진군
1073401	117843	4	4	4	4	4	4	4	937420	100000	47	4	3	12	경북 울진군
1075201	114607	4	3	4	2	3	2	4	937420	325667	54	4	3	12	경북 울진군
1081101	103048	4	3	4	4	4	4	4	937420	46667	68	5	1	13	경북 울진군
1081101	112168	4	4	4	4	4	4	4	937420	41667	68	5	1	13	경북 울진군
1081102	103048	4	3	4	4	4	4	4	937420	46667	65	5	1	13	경북 울진군
1081102	103059	4	4	4	3	4	4	4	937420	50000	65	5	2	14	경북 울진군
1081102	112168	4	4	4	4	4	4	4	937420	41667	65	5	1	13	경북 울진군
1086602	113180	4	4	4	4	4	4	4	937420	50000	31	3	2	8	경북 울진군
1086701	113204	4	4	4	4	4	4	4	937420	25000	47	4	1	10	경북 울진군
1086702	113204	4	4	4	4	4	4	4	937420	25000	39	3	1	7	경북 울진군
1089102	103013	4	3	4	4	4	4	4	937420	60000	78	5	2	14	경북 울진군
1089102	900124	4	3	4	4	4	4	4	937420	60000	78	5	2	14	경북 울진군
1089602	112162	4	3	4	4	4	4	4	937420	33333	68	5	1	13	경북 울진군
1090602	113409	5	4	4	4	4	4	4	937420	70000	53	4	2	11	경북 울진군
1090803	113818	4	4	4	4	4	4	4	937420	75000	62	5	2	14	경북 울진군
1090804	113818	4	4	4	4	4	4	4	937420	75000	59	4	2	11	경북 울진군
1093501	108494	4	4	4	4	4	4	4	937420	125000	61	5	3	15	경북 울진군
1093502	108494	4	4	4	4	4	4	4	937420	125000	57	4	3	12	경북 울진군
1109401	108280	4	4	4	5	5	4	4	937420	83333	67	5	2	14	경북 울진군
1109402	108280	4	4	4	5	5	4	4	937420	83333	65	5	2	14	경북 울진군
1180206	117356	5	5	4	5	5	5	4	937420	75000	30	3	2	8	경북 울진군
1193601	112364	4	4	4	3	4	4	4	937420	130000	55	4	3	12	경북 울진군
1193602	112364	4	4	4	3	4	4	4	937420	130000	53	4	3	12	경북 울진군
1209201	103411	4	4	3	3	4	4	4	937420	30000	69	5	1	13	경북 울진군
1228901	106086	5	4	3	4	4	4	4	937420	66667	74	5	2	14	경북 울진군
1242401	100495	4	5	4	4	5	5	4	937420	50000	69	5	2	14	경북 울진군
1242402	100495	4	5	4	4	5	5	4	937420	50000	63	5	2	14	경북 울진군
1242402	114345	4	5	4	4	5	4	5	937420	75000	63	5	2	14	경북 울진군
1242603	114355	4	5	3	4	4	4	5	937420	50000	31	3	2	8	경북 울진군
1242803	114369	5	4	3	4	4	4	5	937420	77500	35	3	2	8	경북 울진군
1244001	114440	5	5	4	4	4	3	5	937420	120000	43	3	3	9	경북 울진군
1244002	114440	5	5	4	4	4	3	5	937420	120000	39	3	3	9	경북 울진군
1251501	108005	3	4	4	4	4	4	4	937420	50000	62	5	2	14	경북 울진군
1251502	108005	3	4	4	4	4	4	4	937420	50000	63	5	2	14	경북 울진군
1256301	100979	5	4	4	4	4	4	4	937420	80000	81	6	2	17	경북 울진군
1259501	104312	4	4	4	3	4	4	4	937420	20000	65	5	1	13	경북 울진군
1259502	104312	4	4	4	3	4	4	4	937420	20000	62	5	1	13	경북 울진군
1269301	112242	4	4	3	3	4	4	4	937420	100000	69	5	3	15	경북 울진군
1269302	112242	4	4	3	3	4	4	4	937420	100000	65	5	3	15	경북 울진군
1271201	102647	4	3	3	4	3	3	4	937420	55000	53	4	2	11	경북 울진군
1271202	102647	4	3	3	4	3	3	4	937420	55000	45	3	2	8	경북 울진군
1275501	108477	4	4	4	4	4	4	4	937420	100000	62	5	3	15	경북 울진군
1275502	108477	4	4	4	4	4	4	4	937420	100000	60	5	3	15	경북 울진군
1275601	103194	4	4	4	3	3	3	4	937420	100000	57	4	3	12	경북 울진군
1275602	103194	4	4	4	3	3	3	4	937420	100000	54	4	3	12	경북 울진군
1275901	103256	4	4	4	4	4	4	4	937420	100000	53	4	3	12	경북 울진군
1275902	103256	4	4	4	4	4	4	4	937420	100000	49	4	3	12	경북 울진군
1309501	114369	5	4	3	4	4	4	5	937420	77500	39	3	2	8	경북 울진군
1518703	114043	4	4	4	3	3	4	4	937420	30000	52	4	1	10	경북 울진군
1519101	112669	4	3	4	5	4	4	4	937420	200000	66	5	3	15	경북 울진군
1006801	123577	3	3	3	3	3	3	4	931250	0	58	4	1	10	경기 광주시
1011302	120366	3	3	3	3	3	3	3	931250	60000	49	4	2	11	경기 광주시
1027901	101465	4	4	3	3	4	4	4	931250	50000	33	3	2	8	경기 광주시
1027902	101465	4	4	3	3	4	4	4	931250	50000	35	3	2	8	경기 광주시
1039301	104267	4	4	3	4	3	4	3	931250	15000	87	6	1	16	경기 광주시
1051103	102129	4	4	5	4	4	3	5	931250	100000	37	3	3	9	경기 광주시
1052401	104062	4	4	4	4	4	4	4	931250	40000	70	5	1	13	경기 광주시
1057802	122354	5	4	4	4	4	4	4	931250	10000	62	5	1	13	경기 광주시
1093401	108998	4	4	4	3	4	4	4	931250	50000	62	5	2	14	경기 광주시
1093401	120970	4	4	4	4	4	4	4	931250	50000	62	5	2	14	경기 광주시
1133502	117890	4	4	3	4	4	3	4	931250	30000	50	4	1	10	경기 광주시
1134401	114560	4	3	4	3	3	4	4	931250	20000	81	6	1	16	경기 광주시
1141103	114087	4	3	4	4	4	4	4	931250	150000	32	3	3	9	경기 광주시
1146203	300405	4	4	4	4	4	4	5	931250	30000	27	2	1	4	경기 광주시
1149601	122347	5	5	4	5	5	5	5	931250	10000	42	3	1	7	경기 광주시
1149602	122347	5	5	4	5	5	5	5	931250	10000	38	3	1	7	경기 광주시
1151902	122690	5	3	2	3	4	4	4	931250	40000	47	4	1	10	경기 광주시
1153703	115871	5	4	4	4	4	4	5	931250	100000	29	2	3	6	경기 광주시
1172701	121373	4	4	4	4	4	4	3	931250	10000	78	5	1	13	경기 광주시
1172702	121373	4	4	4	4	4	4	3	931250	10000	72	5	1	13	경기 광주시
1182801	106195	4	4	4	4	3	3	4	931250	30000	74	5	1	13	경기 광주시
1183802	303319	4	4	4	4	4	3	4	931250	0	59	4	1	10	경기 광주시
1186202	107140	4	4	4	4	4	4	4	931250	30000	68	5	1	13	경기 광주시
1199301	303540	5	4	3	3	4	4	5	931250	47000	41	3	1	7	경기 광주시
1199302	303540	5	4	3	3	4	4	5	931250	47000	41	3	1	7	경기 광주시
1208401	300824	5	4	4	4	4	4	4	931250	33333	39	3	1	7	경기 광주시
1208402	300824	5	4	4	4	4	4	4	931250	33333	38	3	1	7	경기 광주시
1208403	300824	5	4	4	4	4	4	4	931250	33333	15	1	1	1	경기 광주시
1221701	108712	5	5	4	4	4	4	4	931250	15000	56	4	1	10	경기 광주시
1508902	301157	4	3	3	4	4	4	4	931250	100000	37	3	3	9	경기 광주시
1523502	303715	5	5	4	5	5	5	5	931250	18667	58	4	1	10	경기 광주시
1523503	303715	5	5	4	5	5	5	5	931250	18667	34	3	1	7	경기 광주시
1523504	303715	5	5	4	5	5	5	5	931250	18667	28	2	1	4	경기 광주시
1524302	302986	5	4	4	4	4	4	4	931250	35000	48	4	1	10	경기 광주시
1527401	108135	4	4	4	4	4	4	5	931250	25000	73	5	1	13	경기 광주시
1527402	108135	4	4	4	4	4	4	5	931250	25000	67	5	1	13	경기 광주시
1527402	108163	4	4	4	4	4	4	4	931250	30000	67	5	1	13	경기 광주시
1527402	108160	5	4	4	4	4	4	4	931250	30000	67	5	1	13	경기 광주시
1533102	105622	4	4	5	4	4	4	4	931250	100000	49	4	3	12	경기 광주시
1006801	123579	5	5	4	3	3	3	5	932050	70000	58	4	2	11	강원 태백시
1035801	110770	4	4	4	4	4	4	4	932050	50000	41	3	2	8	강원 태백시
1035801	122774	4	4	4	4	4	4	4	932050	62500	41	3	2	8	강원 태백시
1035802	110770	4	4	4	4	4	4	4	932050	50000	39	3	2	8	강원 태백시
1035802	122774	4	4	4	4	4	4	4	932050	62500	39	3	2	8	강원 태백시
1040102	102463	4	5	4	4	3	4	4	932050	2000	71	5	1	13	강원 태백시
1050901	118516	5	5	5	4	4	4	5	932050	22500	65	5	1	13	강원 태백시
1050903	118516	5	5	5	4	4	4	5	932050	22500	41	3	1	7	강원 태백시
1051005	103980	4	4	4	4	4	4	3	932050	70000	40	3	2	8	강원 태백시
1088801	115189	4	4	3	3	4	3	4	932050	100000	51	4	3	12	강원 태백시
1088802	115189	4	4	3	3	4	3	4	932050	100000	49	4	3	12	강원 태백시
1098901	121382	4	4	4	3	4	4	4	932050	83333	63	5	2	14	강원 태백시
1098901	121394	4	4	4	4	4	4	5	932050	122500	63	5	3	15	강원 태백시
1098902	121382	4	4	4	3	4	4	4	932050	83333	63	5	2	14	강원 태백시
1098902	121394	4	4	4	4	4	4	5	932050	122500	63	5	3	15	강원 태백시
1134604	120636	4	4	4	4	4	4	4	932050	25000	20	2	1	4	강원 태백시
1149202	118556	4	4	4	4	4	4	4	932050	250000	74	5	3	15	강원 태백시
1149701	102309	5	4	5	5	5	4	5	932050	25000	53	4	1	10	강원 태백시
1149702	102309	5	4	5	5	5	4	5	932050	25000	47	4	1	10	강원 태백시
1152102	122504	4	3	4	4	4	4	4	932050	15000	53	4	1	10	강원 태백시
1159901	107806	5	3	4	4	3	4	4	932050	50000	78	5	2	14	강원 태백시
1159901	122719	4	3	4	4	4	4	4	932050	35000	78	5	1	13	강원 태백시
1188201	110213	5	4	4	3	4	3	4	932050	87500	49	4	2	11	강원 태백시
1188202	110213	5	4	4	3	4	3	4	932050	87500	45	3	2	8	강원 태백시
1235202	108806	4	4	4	4	4	4	4	932050	133333	51	4	3	12	강원 태백시
1243601	114421	4	4	4	4	5	3	5	932050	60000	47	4	2	11	강원 태백시
1243602	114421	4	4	4	4	5	3	5	932050	60000	43	3	2	8	강원 태백시
1244302	100825	4	4	4	4	4	4	5	932050	40000	67	5	1	13	강원 태백시
1249701	102379	4	3	3	4	3	3	4	932050	62500	71	5	2	14	강원 태백시
1249702	102379	4	3	3	4	3	3	4	932050	62500	64	5	2	14	강원 태백시
1253701	108182	4	4	3	4	4	4	4	932050	33333	69	5	1	13	강원 태백시
1253702	108182	4	4	3	4	4	4	4	932050	33333	67	5	1	13	강원 태백시
1253703	108182	4	4	3	4	4	4	4	932050	33333	89	6	1	16	강원 태백시
1523501	300719	5	5	5	4	5	5	4	932050	30000	61	5	1	13	강원 태백시
1007201	100745	4	4	3	3	3	4	4	932360	0	76	5	1	13	강원 철원군
1128902	114719	3	4	3	3	3	3	4	932360	170000	53	4	3	12	강원 철원군
1133203	303699	4	4	4	4	4	4	4	932360	50000	28	2	2	5	강원 철원군
1145801	302335	4	4	4	4	4	4	4	932360	75000	53	4	2	11	강원 철원군
1145801	302347	4	4	4	4	4	4	4	932360	0	53	4	1	10	강원 철원군
1145801	302349	4	4	4	4	4	4	3	932360	0	53	4	1	10	강원 철원군
1145801	302351	4	4	4	4	4	4	4	932360	75000	53	4	2	11	강원 철원군
1145802	302335	4	4	4	4	4	4	4	932360	75000	52	4	2	11	강원 철원군
1145802	302347	4	4	4	4	4	4	4	932360	0	52	4	1	10	강원 철원군
1145802	302349	4	4	4	4	4	4	3	932360	0	52	4	1	10	강원 철원군
1146201	301314	5	4	4	4	4	4	4	932360	20000	51	4	1	10	강원 철원군
1146203	301349	5	4	4	4	4	4	4	932360	50000	27	2	2	5	강원 철원군
1147401	117067	3	4	3	3	3	4	4	932360	30000	56	4	1	10	강원 철원군
1147402	109879	4	4	3	3	3	4	3	932360	30000	55	4	1	10	강원 철원군
1147402	117067	3	4	3	3	3	4	4	932360	30000	55	4	1	10	강원 철원군
1148101	109650	4	4	3	4	4	5	4	932360	150000	46	4	3	12	강원 철원군
1166802	302494	4	4	4	4	4	4	4	932360	26667	55	4	1	10	강원 철원군
1172501	120042	4	4	4	3	4	3	4	932360	30000	79	5	1	13	강원 철원군
1172502	120042	4	4	4	3	4	3	4	932360	30000	76	5	1	13	강원 철원군
1180001	117461	4	4	4	4	4	4	4	932360	12500	65	5	1	13	강원 철원군
1180002	117461	4	4	4	4	4	4	4	932360	12500	63	5	1	13	강원 철원군
