HID, ,sex,age,sr_type,sido,ara_size,school1,school2,occ0,occ1,occ2,fac,marry,inc1_1,inc2_1,wt
12574,1257402,2,63,1,14,3,3,1,,6,1,3,2,2500,208,5671.0190288898700000
12574,1257403,2,81,1,14,3,1,99,,16,14,3,3,2500,208,3774.1659722089600000
12575,1257501,1,79,1,14,3,4,1,,6,1,2,2,1200,100,3335.3129406273500000
12575,1257502,2,81,1,14,3,2,1,,6,1,2,2,1200,100,3165.8688809174900000
12576,1257601,1,70,1,14,3,4,1,,6,1,3,2,3000,250,3701.0910974419000000
12576,1257602,2,68,1,14,3,4,1,,6,1,3,2,3000,250,3735.5703697960300000
12577,1257701,1,67,2,14,3,4,5,,6,1,2,2,1500,125,4137.5923952530200000
12577,1257702,2,68,2,14,3,4,1,,8,4,2,2,1500,125,3927.3900947922900000
12578,1257801,1,68,1,14,3,3,1,,6,1,2,2,5000,417,5088.0846965166000000
12578,1257802,2,63,1,14,3,4,1,,5,2,2,2,5000,417,6598.5289666178800000
12579,1257901,1,72,1,14,3,3,1,,6,1,2,2,1500,125,4036.1432505600600000
12579,1257902,2,70,1,14,3,4,1,,6,1,2,2,1500,125,3831.0948757539400000
12580,1258001,1,68,1,14,3,4,1,,6,1,2,2,2000,167,5088.0846965166000000
12580,1258002,2,65,1,14,3,3,1,,16,14,2,2,2000,167,4829.5944911078000000
12581,1258101,1,65,1,14,3,4,1,,6,1,2,2,2400,200,4669.0203632744400000
12581,1258102,2,62,1,14,3,4,1,,6,1,2,2,2400,200,6055.0615703955000000
12582,1258201,1,61,1,14,3,3,1,,6,1,3,2,3000,250,7155.7341662359400000
12582,1258202,2,56,1,14,3,4,1,,6,1,3,2,3000,250,7958.3706742437400000
12582,1258203,2,80,1,14,3,1,99,,16,14,3,3,3000,250,4520.3329447773900000
12583,1258301,1,58,1,14,3,3,1,,6,1,4,2,2400,200,3650.2361287406100000
12583,1258302,2,57,1,14,3,3,1,,6,1,4,2,2400,200,3464.7930115388200000
12584,1258401,1,82,1,14,3,4,1,,6,1,2,2,1500,125,3698.8620641247200000
12584,1258402,2,75,1,14,3,2,1,,6,1,2,2,1500,125,3510.9486012476200000
12586,1258601,1,66,1,15,3,4,1,,6,1,1,4,2500,208,5231.3968302403400000
12587,1258701,2,78,1,15,3,1,99,,6,1,1,3,500,42,9796.0805619855000000
12588,1258801,2,78,1,15,3,1,99,,6,1,1,3,500,42,3775.7380167791100000
12589,1258901,1,55,1,15,3,3,1,,16,14,1,1,500,42,33902.5948341526000000
12590,1259001,2,75,1,15,3,1,99,,16,14,1,3,500,42,11996.4145015854000000
12591,1259101,2,72,1,15,3,1,99,,5,2,1,3,500,42,12407.5004960012000000
12592,1259201,2,80,1,15,3,1,99,,16,14,1,3,400,33,9796.0805619855000000
12595,1259501,1,65,1,15,3,6,1,,16,14,2,2,7000,583,8069.0698482136500000
12595,1259502,2,62,1,15,3,4,1,,11,9,2,2,7000,583,10464.4467030104000000
12596,1259601,1,81,1,15,3,4,1,,6,1,1,3,500,42,4268.0868009399600000
12597,1259701,1,48,2,15,3,6,1,,5,2,4,2,8000,667,7456.9585205366300000
12597,1259702,2,42,2,15,3,6,1,,11,9,4,2,8000,667,6523.2353297824200000
12598,1259801,1,46,2,15,3,6,1,,3,6,5,2,4000,333,6285.8404137589200000
12598,1259802,2,44,2,15,3,6,1,,11,9,5,2,4000,333,5498.7587970994300000
12604,1260401,1,44,2,15,3,6,1,,2,8,3,2,12000,1000,16151.4431618699000000
12604,1260402,2,43,2,15,3,6,1,,2,8,3,2,12000,1000,15330.9006376037000000
12605,1260501,1,38,2,15,3,6,1,,7,4,5,2,4000,333,5821.7440171834400000
12605,1260502,2,36,2,15,3,5,1,,11,9,5,2,4000,333,5525.9816829067700000
12607,1260701,1,48,2,15,3,6,1,,2,8,4,2,7000,583,6832.0940936781200000
12607,1260702,2,43,2,15,3,6,1,,15,13,4,2,7000,583,5976.6133129934200000
12607,1260703,2,17,2,15,3,4,2,,13,11,4,1,7000,583,6169.4393377962800000
12607,1260704,1,15,2,15,3,3,2,,12,10,4,1,7000,583,6499.6408991530900000
12609,1260901,1,43,2,15,2,6,1,,8,4,4,2,4500,375,7415.8414190063500000
12609,1260902,2,38,2,15,2,4,1,,3,6,4,2,4500,375,6043.3383433050500000
12610,1261001,1,51,2,15,2,6,1,,8,4,4,2,4500,375,7092.0620201869000000
12610,1261002,2,48,2,15,2,4,1,,3,6,4,2,4500,375,7112.8250368347700000
12611,1261101,1,45,2,15,2,6,1,,8,4,6,2,6000,500,4887.8501437206400000
12611,1261102,2,40,2,15,2,6,1,,3,6,6,2,6000,500,4275.8179030216800000
12611,1261106,2,76,2,15,2,2,5,,16,14,6,3,6000,500,1965.9391110877600000
12612,1261201,1,46,2,2,1,6,1,,7,4,4,2,8000,667,6416.7975226341300000
12612,1261202,2,43,2,2,1,6,1,,2,8,4,2,8000,667,5613.3181093107400000
12612,1261203,1,15,2,2,1,3,2,,12,10,4,1,8000,667,6104.5528717599600000
12613,1261301,1,45,2,15,2,6,1,,3,6,5,2,6000,500,6807.8746807444600000
12613,1261302,2,40,2,15,2,6,1,,4,3,5,2,6000,500,5955.4265342711900000
12614,1261401,1,46,2,15,2,6,1,,7,4,5,2,4500,375,6342.2331680353600000
12614,1261402,2,42,2,15,2,4,1,,11,9,5,2,4500,375,5548.0903316690100000
12614,1261403,1,15,2,15,2,3,2,,12,10,5,1,4500,375,6033.6168568099400000
12615,1261501,1,58,2,15,2,6,1,,3,6,3,2,13000,1083,14592.5461422306000000
12615,1261502,2,54,2,15,2,4,1,,3,6,3,2,13000,1083,17572.1362051318000000
12615,1261503,1,30,2,15,2,6,1,,3,6,3,1,13000,1083,12335.7574006070000000
12616,1261601,1,45,2,15,2,6,1,,3,6,2,2,6000,500,18522.8445096425000000
12616,1261602,2,41,2,15,2,6,1,,4,3,2,2,6000,500,16203.5062124325000000
12617,1261701,1,69,2,15,2,6,1,,16,14,2,2,4000,333,5537.3008467907000000
12617,1261702,2,69,2,15,2,4,1,,11,9,2,2,4000,333,5255.9890922365500000
12618,1261801,2,67,1,15,2,4,1,,5,2,1,3,2000,167,12654.1683052980000000
12619,1261901,2,56,2,15,2,4,1,,3,6,2,4,6000,500,14769.8403191181000000
12619,1261902,2,28,2,15,2,6,1,,3,6,2,1,6000,500,19872.2122509091000000
12620,1262001,1,41,2,15,2,6,1,,8,4,4,2,7000,583,7415.8414190063500000
12620,1262002,2,37,2,15,2,6,1,,8,4,4,2,7000,583,6043.3383433050500000
12621,1262101,1,47,2,15,2,4,1,,4,3,5,2,5000,417,5545.0510697375500000
12621,1262102,2,43,2,15,2,6,1,,4,3,5,2,5000,417,4850.7274036649400000
12621,1262103,2,17,2,15,2,4,2,,13,11,5,1,5000,417,5007.2284910981100000
12621,1262104,2,16,2,15,2,4,2,,13,11,5,1,5000,417,5007.2284910981100000
12622,1262201,2,52,2,2,1,4,1,,16,14,3,4,5000,417,14722.9591422208000000
12622,1262202,2,26,2,2,1,6,1,,4,3,3,1,5000,417,15614.5104889873000000
12622,1262203,2,23,2,2,1,5,1,,3,6,3,1,5000,417,16477.0577597264000000
12623,1262301,1,48,2,2,1,6,1,,3,6,4,2,13000,1083,6416.7975226341300000
12623,1262302,2,45,2,2,1,6,1,,3,6,4,2,13000,1083,6090.8046572190000000
12623,1262303,1,15,2,2,1,3,2,,12,10,4,1,13000,1083,6104.5528717599600000
12624,1262401,1,66,2,15,2,4,1,,3,6,3,2,7000,583,3598.0937015724000000
12624,1262402,2,61,2,15,2,4,1,,11,9,3,2,7000,583,4666.2205781843900000
12624,1262403,2,38,2,15,2,5,1,,3,6,3,1,7000,583,5798.7506344597200000
12624,1262404,1,36,2,15,2,5,1,,3,6,3,2,7000,583,6109.1121452192000000
12625,1262501,2,55,2,15,2,4,1,,7,4,6,4,8000,667,4254.3940188226000000
12625,1262503,2,31,2,15,2,6,1,,2,8,6,1,8000,667,3596.4369748271300000
12625,1262504,2,29,2,15,2,6,1,,3,6,6,1,8000,667,5724.1120495803000000
12625,1262505,1,21,2,15,2,6,2,,14,12,6,1,8000,667,6363.6030507175400000
12626,1262601,1,81,2,15,2,5,1,,16,14,2,2,2000,167,4459.6018969494800000
12626,1262602,2,77,2,15,2,4,1,,16,14,2,2,2000,167,4233.0405326755800000
12627,1262701,1,51,2,15,2,6,1,,5,2,1,4,3000,250,43934.4639721654000000
12628,1262801,1,83,2,15,2,4,1,,16,14,2,2,2000,167,4517.6616158050600000
12628,1262802,2,84,2,15,2,2,1,,11,9,2,2,2000,167,4288.1506409118300000
12629,1262901,1,44,1,15,3,6,1,,5,2,4,2,3000,250,5311.6452259984700000
12629,1262902,2,44,1,15,3,6,1,,5,2,4,2,3000,250,5041.7974645280400000
12629,1262903,1,91,1,15,3,1,99,,16,14,4,2,3000,250,2442.1926590076300000
12629,1262904,2,87,1,15,3,1,99,,16,14,4,2,3000,250,2318.1218308418000000
12630,1263001,1,53,2,15,2,6,1,,1,7,4,2,5000,417,7402.7362783289300000
12630,1263002,2,50,2,15,2,6,1,,3,6,4,2,5000,417,7026.6547200792400000
12630,1263003,1,24,2,15,2,6,2,,14,12,4,1,5000,417,8284.7009259342000000
12630,1263004,2,22,2,15,2,6,2,,14,12,4,1,5000,417,7863.8128763383900000
12631,1263101,1,51,2,2,1,6,1,,3,6,5,2,9000,750,4934.6758046342700000
12631,1263102,2,49,2,2,1,6,1,,11,9,5,2,9000,750,4949.1227673923300000
12631,1263103,2,23,2,2,1,5,2,,14,12,5,1,9000,750,5242.0301999193000000
12631,1263104,2,20,2,2,1,6,2,,14,12,5,1,9000,750,5242.0301999193000000
12632,1263201,1,61,1,15,2,5,5,,6,1,4,2,13000,1083,5177.6214572141000000
12632,1263202,2,51,1,15,2,5,5,,5,2,4,2,13000,1083,7305.2891537494700000
12632,1263203,1,31,1,15,2,6,1,,3,6,4,1,13000,1083,5128.3619526931200000
12632,1263204,1,28,1,15,2,5,2,,14,12,4,1,13000,1083,8162.3336244981500000
12633,1263301,1,77,1,15,3,2,1,,5,2,2,2,2400,200,4681.7699517361600000
12633,1263302,2,70,1,15,3,4,1,,16,14,2,2,2400,200,4596.2034406064900000
12634,1263401,2,76,1,15,3,2,1,,5,2,2,3,2100,175,4353.0402546763100000
12634,1263402,2,70,1,15,3,4,1,,16,14,2,3,2100,175,4502.2076481162000000
12635,1263501,2,64,1,15,3,4,1,,5,2,1,3,2000,167,24698.6320041952000000
12636,1263601,1,70,1,15,3,3,1,,5,2,2,2,2000,167,5176.2875611634200000
12636,1263602,2,67,1,15,3,3,1,,16,14,2,2,2000,167,5224.5097269804100000
12637,1263701,2,77,1,15,3,2,1,,6,1,1,3,1200,100,9796.0805619855000000
12638,1263801,1,64,1,15,3,4,1,,9,5,2,2,2000,167,11798.6715635551000000
12638,1263802,2,57,1,15,3,4,1,,9,5,2,2,2000,167,13122.0919594086000000
12639,1263901,1,64,1,15,3,3,1,,6,1,2,2,4000,333,11798.6715635551000000
12639,1263902,2,60,1,15,3,3,1,,16,14,2,2,4000,333,11199.2630988921000000
12640,1264001,1,64,1,15,3,4,1,,5,2,4,2,8000,667,3945.3612952748300000
12640,1264002,2,59,1,15,3,4,1,,16,14,4,2,8000,667,4387.9002352777300000
12640,1264003,2,89,1,15,3,2,1,,16,14,4,3,8000,667,2492.3154253313600000
12640,1264004,2,34,1,15,3,5,1,,4,3,4,2,8000,667,3709.2959839137800000
12640,1264005,1,32,1,15,3,5,1,,4,3,4,1,8000,667,3907.8254220621100000
12641,1264101,2,60,1,15,3,4,1,,6,1,2,3,5000,417,12680.1500431276000000
12641,1264102,1,32,1,15,3,5,1,,3,6,2,1,5000,417,13231.7239323472000000
12642,1264201,2,77,1,15,3,2,1,,6,1,1,3,1200,100,9796.0805619855000000
12643,1264301,2,36,1,15,3,6,1,,3,6,3,1,6000,500,17852.7290441341000000
12643,1264302,1,40,1,15,3,6,1,,3,6,3,2,6000,500,21907.2638278569000000
12644,1264401,1,66,1,15,3,4,1,,5,2,2,2,3000,250,6758.5213801162100000
12644,1264402,2,63,1,15,3,4,1,,16,14,2,2,3000,250,8764.8499893750900000
12646,1264601,1,57,1,15,2,4,1,,5,2,3,2,6000,500,14925.8425352076000000
12646,1264602,2,56,1,15,2,4,1,,1,7,3,2,6000,500,14167.5642570440000000
12646,1264603,1,30,1,15,2,6,1,,16,14,3,1,6000,500,12617.5083305810000000
12649,1264901,1,53,1,15,2,6,1,,5,2,4,2,6000,500,6851.3056538375800000
12649,1264902,2,50,1,15,2,6,1,,1,7,4,2,6000,500,6503.2384514595700000
12649,1264903,1,24,1,15,2,6,2,,14,12,4,1,6000,500,7667.5726596354500000
12649,1264904,2,20,1,15,2,6,2,,14,12,4,1,6000,500,7278.0366062885100000
12650,1265001,1,57,1,15,2,4,1,,1,7,5,2,6000,500,5190.8211333636700000
12650,1265002,2,60,1,15,2,4,1,,16,14,5,2,6000,500,4205.1236449784000000
12650,1265003,2,30,1,15,2,6,1,,3,6,5,1,6000,500,4165.1164121374500000
12650,1265004,2,27,1,15,2,6,1,,16,14,5,2,6000,500,6629.2258725781300000
12650,1265005,2,27,1,15,2,6,1,,16,14,5,1,6000,500,6629.2258725781300000
12651,1265101,1,57,1,2,1,4,1,,9,5,4,2,8000,667,5413.3067612881900000
12651,1265102,2,56,1,2,1,4,1,,5,2,4,2,8000,667,5138.2942840737000000
12651,1265103,1,29,1,2,1,5,1,,16,14,4,1,8000,667,7283.3814459291000000
12651,1265104,2,27,1,2,1,5,1,,16,14,4,1,8000,667,6913.3634768261700000
12652,1265201,1,57,1,15,2,4,1,,6,1,5,2,4000,333,4617.5422117756400000
12652,1265202,2,53,1,15,2,4,1,,11,9,5,2,4000,333,5560.3785581632700000
12652,1265203,1,22,1,15,2,6,2,,14,12,5,1,4000,333,6555.9039435540000000
12652,1265204,2,18,1,15,2,4,2,,13,11,5,1,4000,333,5589.2450314122700000
12653,1265301,1,50,1,15,2,4,1,,9,5,4,2,6000,500,6283.5273811399500000
12653,1265302,2,45,1,15,2,4,1,,11,9,4,2,6000,500,6301.9232980468600000
12653,1265303,2,19,1,15,2,6,2,,14,12,4,1,6000,500,5995.2684857213000000
12653,1265304,1,17,1,15,2,4,2,,13,11,4,1,6000,500,6316.1480513263000000
12655,1265501,1,58,1,2,1,4,1,,16,14,4,2,4000,333,5252.3691517233600000
12655,1265502,2,58,1,2,1,4,1,,5,2,4,2,4000,333,4985.5327954336800000
12655,1265504,2,27,1,2,1,7,2,,15,13,4,1,4000,333,6707.8291812326100000
12658,1265801,1,61,2,7,1,5,1,,3,6,3,2,9000,750,4943.7840986128700000
12658,1265802,2,56,2,7,1,4,1,,11,9,3,2,9000,750,5498.3130278705100000
12658,1265804,1,27,2,7,1,6,2,,14,12,3,1,9000,750,7793.6974562214400000
12661,1266101,1,50,2,2,2,5,1,,4,3,3,2,6000,500,15104.9481203779000000
12661,1266102,2,47,2,2,2,5,1,,5,2,3,2,6000,500,15149.1699966667000000
12662,1266201,1,48,2,15,2,4,1,,3,6,3,2,4000,333,16708.1152053595000000
12662,1266202,2,45,2,15,2,4,1,,11,9,3,2,4000,333,15859.2920451665000000
12662,1266203,1,20,2,15,2,6,2,,14,12,3,1,4000,333,17696.9634027433000000
12663,1266301,1,45,2,15,2,4,1,,5,2,4,2,4000,333,7349.8428211038100000
12663,1266302,2,44,2,15,2,4,1,,11,9,4,2,4000,333,6429.5321245158000000
12665,1266501,1,49,2,15,2,6,1,,3,6,4,2,5000,417,8193.0986916205900000
12665,1266502,2,40,2,15,2,6,1,,11,9,4,2,5000,417,7167.1996965496600000
12667,1266701,1,52,2,2,1,6,1,,2,8,4,2,7000,583,5731.0792496258700000
12667,1266702,2,51,2,2,1,6,1,,11,9,4,2,7000,583,5439.9229617865400000
12667,1266703,2,23,2,2,1,6,2,,14,12,4,1,7000,583,6088.0373289074100000
12667,1266704,2,18,2,2,1,4,2,,13,11,4,1,7000,583,5468.1640948336000000
12668,1266801,1,53,2,2,1,6,1,,9,5,3,2,6500,542,15075.7685773564000000
12668,1266802,2,47,2,2,1,5,1,,3,6,3,2,6500,542,15119.9050263977000000
12668,1266803,1,22,2,2,1,6,2,,14,12,3,1,6500,542,16871.9010371377000000
12669,1266901,2,77,1,15,3,2,1,,16,14,1,3,800,67,9796.0805619855000000
12670,1267001,1,45,1,15,3,4,1,,6,1,2,1,1000,83,14590.3243071183000000
12670,1267002,2,87,1,15,3,1,99,,16,14,2,3,1000,83,5868.3651002819200000
12671,1267101,1,70,1,15,3,3,1,,6,1,2,2,7000,583,6355.9559742159200000
12671,1267102,2,61,1,15,3,4,1,,16,14,2,2,7000,583,8764.8499893750900000
12672,1267201,2,69,1,15,3,4,1,,16,14,1,3,600,50,12331.1099775496000000
12673,1267301,1,70,1,15,3,4,1,,6,1,2,2,2400,200,5176.2875611634200000
12673,1267302,2,68,1,15,3,4,1,,11,9,2,2,2400,200,5224.5097269804100000
12674,1267401,1,47,1,15,3,4,1,,6,1,3,1,5000,417,14115.7631392127000000
12674,1267402,2,77,1,15,3,1,99,,16,14,3,3,5000,417,5677.4921534532200000
12675,1267501,1,80,1,15,3,4,1,,6,1,2,2,1500,125,4372.5963060269500000
12675,1267502,2,77,1,15,3,2,1,,11,9,2,2,1500,125,4150.4550908682400000
12676,1267601,1,63,1,15,3,4,1,,6,1,3,2,3000,250,10499.9565695885000000
12676,1267602,2,62,1,15,3,4,1,,11,9,3,2,3000,250,9966.5267836585100000
12677,1267701,1,55,1,15,3,3,1,,6,1,7,2,5000,417,3836.0068950343900000
12677,1267702,2,51,1,15,3,4,1,,16,14,7,2,5000,417,4619.2648620993300000
12677,1267703,2,81,1,15,3,1,99,,16,14,7,3,5000,417,2068.1497186703500000
12677,1267706,1,23,1,15,3,4,1,,16,14,7,1,5000,417,5446.2940623526300000
12677,1267707,1,21,1,15,3,6,2,,14,12,7,1,5000,417,5446.2940623526300000
12678,1267801,2,81,1,15,3,1,99,,16,14,1,3,600,50,10060.4579319785000000
12679,1267901,2,54,1,15,3,4,5,,16,14,6,2,5000,417,4208.6218224470000000
12679,1267903,2,81,1,15,3,1,99,,16,14,6,3,5000,417,1884.2955097681700000
12680,1268001,1,67,1,15,3,4,1,,9,5,4,2,5000,417,3125.2052143963800000
12680,1268002,2,63,1,15,3,4,1,,16,14,4,2,5000,417,4052.9508378541400000
12680,1268003,2,33,1,15,3,6,1,,2,8,4,1,5000,417,4014.3913657547600000
12681,1268102,2,65,2,15,2,4,1,,11,9,2,2,3600,300,2810.6736222082100000
12682,1268201,2,56,2,15,2,4,1,,11,9,5,2,4000,333,4340.4283878369900000
12682,1268202,1,60,2,15,2,6,1,,16,14,5,2,4000,333,3902.6771913833900000
12682,1268205,1,17,2,15,2,4,2,,13,11,5,1,4000,333,5831.2572282532700000
12683,1268301,1,61,2,15,2,4,1,,3,6,3,2,5000,417,11285.8710430796000000
12683,1268302,2,56,2,15,2,4,1,,5,3,3,2,5000,417,12551.7721949958000000
12684,1268401,1,75,2,15,2,3,1,,16,14,2,2,2400,200,5387.0054114366900000
12684,1268402,2,72,2,15,2,4,1,,16,14,2,2,2400,200,5288.5496429463200000
12685,1268501,2,39,2,15,2,7,1,,5,2,3,2,7500,625,15791.1907860913000000
12685,1268502,1,39,2,15,2,6,1,,3,6,3,2,7500,625,16636.3690215439000000
12686,1268601,2,71,2,15,2,3,1,,16,14,1,3,1000,83,12674.1704554845000000
12687,1268701,1,48,2,15,2,6,1,,2,8,4,2,8000,667,7636.4518229575300000
12687,1268702,2,48,2,15,2,6,1,,3,6,4,2,8000,667,7248.4968029355500000
12688,1268801,1,53,2,15,2,4,1,,5,2,5,2,8000,667,5497.9958391103700000
12688,1268802,2,48,2,15,2,4,1,,8,4,5,2,8000,667,5514.0920011028200000
12688,1268803,2,16,2,15,2,4,2,,13,11,5,1,8000,667,5245.7734628133900000
12689,1268901,1,63,2,15,2,5,1,,16,14,3,2,3600,300,11285.8710430796000000
12689,1268902,2,59,2,15,2,4,1,,3,6,3,2,3600,300,12551.7721949958000000
12690,1269001,2,82,1,15,2,2,1,,16,14,1,3,1200,100,10324.0282611545000000
12691,1269101,1,56,2,15,2,6,1,,2,8,4,2,6000,500,6054.1428415120000000
12691,1269102,2,52,2,15,2,4,1,,11,9,4,2,6000,500,7290.3125732457500000
12692,1269201,2,44,2,15,2,6,1,,3,6,3,2,8000,667,14396.6756734413000000
12692,1269202,1,46,2,15,2,6,1,,8,4,3,2,8000,667,16457.3877689694000000
12692,1269203,2,16,2,15,2,4,2,,13,11,3,1,8000,667,14861.1617619842000000
12693,1269301,1,69,1,15,3,4,1,,16,14,2,2,2760,230,5952.3376001314200000
12693,1269302,2,65,1,15,3,3,1,,7,4,2,2,2760,230,5649.9407139369400000
12694,1269401,1,69,1,15,3,3,1,,6,1,2,2,2000,167,6758.5213801162100000
12694,1269402,2,62,1,15,3,3,1,,11,9,2,2,2000,167,8764.8499893750900000
12695,1269501,1,62,1,15,3,4,1,,16,14,4,2,8400,700,3978.8416596998400000
12695,1269502,2,58,1,15,3,3,1,,8,4,4,2,8400,700,4425.1359883413600000
12695,1269504,1,33,1,15,3,4,1,,3,6,4,1,8400,700,3940.9872567961400000
12695,1269505,1,32,1,15,3,7,2,,2,8,4,1,8400,700,3940.9872567961400000
12696,1269601,1,78,1,15,3,3,1,,6,1,2,2,1820,152,4852.9159349904100000
12696,1269602,2,71,1,15,3,2,1,,9,5,2,2,1820,152,4764.2214690846900000
12699,1269901,1,70,1,15,3,3,1,,6,1,2,2,2960,247,5176.2875611634200000
12699,1269902,2,68,1,15,3,4,1,,11,9,2,2,2960,247,5224.5097269804100000
12700,1270001,1,66,1,15,3,4,1,,6,1,5,2,4500,375,2698.0629062425400000
12700,1270002,2,64,1,15,3,3,1,,16,14,5,2,4500,375,3499.0074463161100000
12701,1270101,1,69,1,15,3,4,1,,17,15,1,2,2500,208,13572.7597023446000000
12703,1270301,1,69,1,15,3,3,1,,4,3,2,2,1500,125,6758.5213801162100000
12703,1270302,2,65,1,15,3,4,1,,3,6,2,2,1500,125,6415.1679015465700000
12704,1270401,1,66,2,15,3,6,1,,16,14,2,2,4000,333,6752.8870615485800000
12704,1270402,2,61,2,15,3,4,1,,11,9,2,2,4000,333,8757.5430720391700000
12706,1270601,1,56,2,15,2,4,1,,3,6,3,2,5000,417,6998.9983419672100000
12706,1270602,2,57,2,15,2,4,1,,11,9,3,2,5000,417,6643.4279010291000000
12707,1270701,1,55,2,15,2,4,1,,9,5,6,2,4800,400,4073.7518253153000000
12707,1270702,2,48,2,15,2,4,1,,2,8,6,2,4800,400,5183.2400102433600000
12710,1271001,2,77,2,15,2,2,5,,16,14,2,3,2500,208,4084.0338193565000000
12712,1271201,1,53,2,15,2,4,1,,3,6,4,2,6800,567,7420.8569609938200000
12712,1271202,2,45,2,15,2,4,1,,3,6,4,2,6800,567,7442.5825714275800000
12712,1271203,1,23,2,15,2,6,2,,14,12,4,1,6800,567,8304.9805132122000000
12712,1271204,1,23,2,15,2,6,2,,14,12,4,1,6800,567,8304.9805132122000000
12714,1271401,1,51,2,15,2,4,1,,8,4,4,2,9000,750,6511.1387247395300000
12714,1271402,2,52,2,15,2,4,1,,9,5,4,2,9000,750,6180.3530388103400000
12714,1271403,1,22,2,15,2,4,1,,4,3,4,1,9000,750,7286.8781209523900000
12714,1271404,1,20,2,15,2,6,2,,14,12,4,1,9000,750,7286.8781209523900000
12716,1271601,1,57,2,15,2,3,5,,8,4,3,2,5960,497,14592.5461422306000000
12716,1271602,2,55,2,15,2,4,1,,9,5,3,2,5960,497,13851.2003363471000000
12716,1271603,1,28,2,15,2,6,1,,16,14,3,1,5960,497,19633.6702329972000000
12717,1271701,2,77,1,15,3,2,5,,11,9,1,3,660,55,9796.0805619855000000
12719,1271901,1,49,2,15,3,4,1,,8,4,4,2,5500,458,7273.3370914381900000
12719,1271902,2,44,2,15,3,4,1,,9,5,4,2,5500,458,6362.6060611199600000
12719,1271903,1,22,2,15,3,6,2,,14,12,4,1,5500,458,7703.8001438790700000
12719,1271904,1,20,2,15,3,6,2,,14,12,4,1,5500,458,7703.8001438790700000
12720,1272001,1,55,1,15,3,8,1,,2,8,5,2,5500,458,4509.0640039190000000
12720,1272002,2,51,1,15,3,4,1,,9,5,5,2,5500,458,5429.7506454490500000
12720,1272003,2,81,1,15,3,2,1,,16,14,5,3,5500,458,2431.0225988496500000
12720,1272004,2,26,1,15,3,6,2,,16,14,5,1,5500,458,5758.5501383902900000
12720,1272005,1,23,1,15,3,6,2,,14,12,5,1,5500,458,6401.8885219161900000
12721,1272101,1,68,1,15,3,4,1,,6,1,1,4,1960,163,5231.3968302403400000
12722,1272201,1,53,1,15,3,6,1,,7,4,4,2,4000,333,7368.6207311545500000
12722,1272202,2,49,1,15,3,4,1,,5,2,4,2,4000,333,7390.1934126225600000
12722,1272203,2,23,1,15,3,6,2,,14,12,4,1,4000,333,7827.5724553553300000
12724,1272401,2,84,1,15,3,1,99,,11,9,1,3,600,50,10060.4579319785000000
12725,1272501,1,66,2,15,3,6,1,,5,2,2,2,3000,250,6752.8870615485800000
12725,1272502,2,62,2,15,3,4,1,,4,3,2,2,3000,250,8757.5430720391700000
12726,1272601,1,65,1,15,3,4,1,,16,14,2,2,1000,83,8069.0698482136500000
12726,1272602,2,61,1,15,3,4,1,,16,14,2,2,1000,83,10464.4467030104000000
12727,1272701,1,52,2,15,3,3,1,,5,2,4,2,3500,292,6926.0567302088900000
12727,1272702,2,51,2,15,3,4,1,,5,2,4,2,3500,292,6574.1919453930400000
12728,1272801,1,69,1,15,3,4,1,,16,14,2,2,3000,250,6758.5213801162100000
12728,1272802,2,62,1,15,3,3,1,,11,9,2,2,3000,250,8764.8499893750900000
12729,1272901,1,86,1,15,3,2,1,,16,14,3,2,1800,150,5481.0807301848500000
12729,1272902,2,82,1,15,3,1,99,,16,14,3,2,1800,150,5202.6251288506900000
12729,1272903,1,50,1,15,3,4,1,,5,2,3,1,1800,150,12242.1328565856000000
12732,1273201,2,64,1,15,3,4,1,,11,9,2,3,3800,317,10803.1470285504000000
12732,1273202,1,41,1,15,3,4,1,,8,4,2,1,3800,317,16474.1486374134000000
12734,1273401,1,48,1,15,3,4,1,,6,1,5,2,6500,542,5792.4281664426800000
12734,1273402,2,44,1,15,3,4,1,,16,14,5,2,6500,542,5067.1291729066200000
12734,1273403,2,22,1,15,3,4,1,,3,6,5,1,6500,542,5823.5563719709200000
12734,1273404,2,20,1,15,3,6,2,,14,12,5,1,6500,542,5823.5563719709200000
12734,1273405,1,17,1,15,3,4,2,,13,11,5,1,6500,542,5510.5656479254800000
12735,1273501,2,68,1,15,3,4,5,,6,1,1,3,480,40,12331.1099775496000000
12737,1273701,1,74,1,15,3,4,1,,6,1,2,2,3500,292,5538.2344492322400000
12737,1273702,2,71,1,15,3,2,1,,6,1,2,2,3500,292,5256.8752648294800000
12739,1273902,2,72,1,15,3,2,1,,16,14,1,3,720,60,4782.2668484121000000
12740,1274001,1,44,1,15,3,4,1,,7,4,1,1,1800,150,16127.6915821050000000
12741,1274101,1,51,1,15,3,4,5,,7,4,4,4,4000,333,6520.1069686627800000
12741,1274102,2,79,1,15,3,1,99,,11,9,4,3,4000,333,2770.8956237728900000
12742,1274202,2,80,1,15,3,2,5,,6,1,1,2,400,33,3913.4965019237800000
12744,1274401,1,80,1,15,3,2,1,,5,2,2,2,1000,83,4372.5963060269500000
12744,1274402,2,76,1,15,3,2,1,,16,14,2,2,1000,83,4150.4550908682400000
12745,1274501,1,57,2,15,3,4,1,,6,1,5,2,10000,833,5106.5270365780900000
