,PID,q6_1,q6_1_1,,new
952,1017801,931,370,370,931370
953,1017802,934,380,380,934380
954,1017802,933,380,380,933380
955,1017802,932,390,390,932390
956,1017803,933,380,380,933380
957,,,,000,000
958,1017804,933,380,380,933380
959,1017901,935,50,050,935050
960,1017901,911,100,100,911100
961,1017901,911,220,220,911220
962,1018001,939,20,020,939020
963,1018002,939,20,020,939020
964,1018101,936,20,020,936020
965,1018101,931,320,320,931320
966,1018102,936,20,020,936020
967,1018201,937,20,020,937020
968,1018202,937,20,020,937020
969,1018203,937,20,020,937020
970,1018204,937,20,020,937020
971,1018301,939,10,010,939010
972,1018301,932,400,400,932400
973,1018301,934,350,350,934350
974,1018301,936,450,450,936450
975,1018302,939,10,010,939010
976,1018302,932,400,400,932400
977,1018302,934,350,350,934350
978,1018302,936,450,450,936450
979,1018303,932,60,060,932060
980,1018304,932,60,060,932060
981,1018401,923,10,010,923010
982,1018401,911,40,040,911040
983,1018402,911,40,040,911040
984,1018501,911,20,020,911020
985,1018502,932,60,060,932060
986,1018702,932,370,370,932370
987,1018703,932,370,370,932370
988,1018704,932,370,370,932370
989,1018801,936,20,020,936020
990,1018801,936,20,020,936020
991,1018801,935,310,310,935310
992,1018802,936,20,020,936020
993,1018803,936,20,020,936020
994,1018803,931,260,260,931260
995,1019101,938,30,030,938030
996,1019101,938,30,030,938030
997,1019201,937,30,030,937030
998,1019202,931,380,380,931380
999,1019202,931,380,380,931380
1000,1019202,937,30,030,937030
1001,1019203,931,380,380,931380
1002,1019203,931,380,380,931380
1003,1019203,937,30,030,937030
1004,1019204,931,380,380,931380
1005,1019204,937,30,030,937030
1006,1019204,932,30,030,932030
1007,1019301,931,230,230,931230
1008,1019302,931,190,190,931190
1009,1019302,931,230,230,931230
1010,1019501,934,30,030,934030
1011,1019501,934,360,360,934360
1012,1019601,934,40,040,934040
1013,1019601,931,200,200,931200
1014,1019602,934,40,040,934040
1015,1019602,931,200,200,931200
1016,1019701,931,200,200,931200
1017,1019701,935,370,370,935370
1018,1019701,939,10,010,939010
1019,1019702,931,200,200,931200
1020,1019702,935,370,370,935370
1021,1019702,939,10,010,939010
1022,1019703,931,200,200,931200
1023,1019703,935,370,370,935370
1024,1019703,939,10,010,939010
1025,1019703,931,370,370,931370
1026,1019704,931,200,200,931200
1027,1019704,932,30,030,932030
1028,1019704,935,370,370,935370
1029,1019704,939,10,010,939010
1030,1019705,931,200,200,931200
1031,1019705,935,370,370,935370
1032,1019801,934,30,030,934030
1033,1019801,939,10,010,939010
1034,1019801,921,30,030,921030
1035,1019802,934,30,030,934030
1036,1019802,939,10,010,939010
1037,1019802,921,30,030,921030
1038,1020301,937,60,060,937060
1039,1020301,938,90,090,938090
1040,1020301,923,10,010,923010
1041,1020301,935,320,320,935320
1042,1020301,923,310,310,923310
1043,1020401,931,200,200,931200
1044,1020401,932,10,010,932010
1045,1020601,935,40,040,935040
1046,1020602,935,40,040,935040
1047,1020701,923,60,060,923060
1048,1020702,923,60,060,923060
1049,1020702,931,10,010,931010
1050,1020703,923,60,060,923060
1051,1020801,931,260,260,931260
1052,1020802,931,260,260,931260
1053,1020803,931,260,260,931260
1054,1020901,931,380,380,931380
1055,1020902,931,380,380,931380
1056,1020903,931,380,380,931380
1057,1021101,931,370,370,931370
1058,1021102,931,370,370,931370
1059,1021103,931,370,370,931370
1060,1021103,932,30,030,932030
1061,1021104,931,370,370,931370
1062,1021104,931,200,200,931200
1063,1021105,931,200,200,931200
1064,1021105,934,30,030,934030
1065,1021201,931,10,010,931010
1066,1021201,931,10,010,931010
1067,1021201,932,30,030,932030
1068,1021301,932,60,060,932060
1069,1021302,932,60,060,932060
1070,1021303,932,60,060,932060
1071,1021401,931,220,220,931220
1072,1021401,931,200,200,931200
1073,1021402,931,220,220,931220
1074,1021501,911,10,010,911010
1075,1021501,932,30,030,932030
1076,1021502,932,60,060,932060
1077,1021502,932,30,030,932030
1078,1021503,932,30,030,932030
1079,1021503,931,10,010,931010
1080,1021701,931,100,100,931100
1081,1021702,931,100,100,931100
1082,1021801,931,130,130,931130
1083,1021801,938,350,350,938350
1084,1021802,931,130,130,931130
1085,1021802,938,350,350,938350
1086,1021803,931,130,130,931130
1087,1021803,938,350,350,938350
1088,1022101,931,270,270,931270
1089,1022102,931,270,270,931270
1090,1022501,932,410,410,932410
1091,1022502,932,410,410,932410
1092,,,,000,000
1093,,,,000,000
1094,1022603,932,70,070,932070
1095,1022605,932,70,070,932070
1096,1022701,931,260,260,931260
1097,1022702,931,260,260,931260
1098,1022702,932,10,010,932010
1099,1022703,932,340,340,932340
1100,1022704,932,310,310,932310
1101,1022704,931,260,260,931260
1102,1022705,932,310,310,932310
1103,1022705,931,260,260,931260
1104,1022707,931,200,200,931200
1105,1022707,932,340,340,932340
1106,1022708,931,200,200,931200
1107,1022708,932,340,340,932340
1108,1022802,938,60,060,938060
1109,1022803,938,60,060,938060
1110,1022901,932,410,410,932410
1111,1022901,936,20,020,936020
1112,1022901,938,350,350,938350
1113,1022902,932,410,410,932410
1114,1022902,936,20,020,936020
1115,1022902,938,350,350,938350
1116,1023101,931,370,370,931370
1117,1023102,932,10,010,932010
1118,1023102,931,370,370,931370
1119,1023102,932,10,010,932010
1120,1023102,923,310,310,923310
1121,1023501,932,60,060,932060
1122,1023502,934,10,010,934010
1123,1023502,933,360,360,933360
1124,1023502,932,60,060,932060
1125,1023503,933,360,360,933360
1126,1023503,932,60,060,932060
1127,1023503,931,10,010,931010
1128,1023504,933,360,360,933360
1129,1023505,933,360,360,933360
1130,1023604,931,260,260,931260
1131,1023604,931,100,100,931100
1132,1023604,923,310,310,923310
1133,1023604,931,100,100,931100
1134,1023701,923,310,310,923310
1135,1023702,923,310,310,923310
1136,1023706,934,380,380,934380
1137,1023706,934,380,380,934380
1138,1023706,934,380,380,934380
1139,1023706,934,380,380,934380
1140,1023706,934,380,380,934380
1141,1023706,911,230,230,911230
1142,1023706,938,90,090,938090
1143,1023706,932,310,310,932310
1144,1023706,934,80,080,934080
1145,1023706,934,30,030,934030
1146,1023802,935,380,380,935380
1147,1023802,936,400,400,936400
1148,1023803,923,310,310,923310
1149,1023803,923,310,310,923310
1150,1023803,936,400,400,936400
1151,1023901,931,200,200,931200
1152,1023902,931,200,200,931200
1153,1024001,922,40,040,922040
1154,1024001,923,20,020,923020
1155,1024001,932,370,370,932370
1156,1024001,932,60,060,932060
1157,1024001,921,90,090,921090
1158,1024001,938,110,110,938110
1159,1024001,936,460,460,936460
1160,1024001,932,60,060,932060
1161,1024002,922,40,040,922040
1162,1024002,923,20,020,923020
1163,1024002,932,370,370,932370
1164,1024002,932,60,060,932060
1165,1024002,921,90,090,921090
1166,1024002,938,110,110,938110
1167,1024002,936,460,460,936460
1168,1024002,932,60,060,932060
1169,1024003,922,40,040,922040
1170,1024003,923,20,020,923020
1171,1024003,932,370,370,932370
1172,1024003,931,370,370,931370
1173,1024004,931,370,370,931370
1174,1024004,922,40,040,922040
1175,1024004,923,20,020,923020
1176,1024004,932,370,370,932370
1177,1024004,932,60,060,932060
1178,1024004,921,90,090,921090
1179,1024004,938,110,110,938110
1180,1024004,936,460,460,936460
1181,1024004,932,60,060,932060
1182,1024103,932,30,030,932030
1183,1024202,931,200,200,931200
1184,1024203,934,50,050,934050
1185,1024203,932,390,390,932390
1186,1024203,923,310,310,923310
1187,1024203,932,60,060,932060
1188,1024203,932,340,340,932340
1189,1024204,932,390,390,932390
1190,1024204,923,310,310,923310
1191,1024204,932,60,060,932060
1192,1024204,932,340,340,932340
1193,1024303,923,310,310,923310
1194,1024303,933,10,010,933010
1195,,,,000,000
1196,1024401,935,370,370,935370
1197,,,,000,000
1198,1024402,935,370,370,935370
1199,1024402,931,70,070,931070
1200,1024502,931,10,010,931010
1201,1024503,939,20,020,939020
1202,1024503,921,90,090,921090
1203,1024504,935,330,330,935330
1204,1024802,931,370,370,931370
1205,1024802,931,370,370,931370
1206,1024803,931,370,370,931370
1207,1024803,931,370,370,931370
1208,1024803,932,60,060,932060
1209,1024902,931,260,260,931260
1210,1024902,931,260,260,931260
1211,1025002,931,100,100,931100
1212,1025003,932,310,310,932310
1213,1025003,931,100,100,931100
1214,1025101,934,380,380,934380
1215,1025101,923,310,310,923310
1216,1025102,934,380,380,934380
1217,1025102,923,310,310,923310
1218,1025402,931,30,030,931030
1219,1025402,934,370,370,934370
1220,1025402,931,260,260,931260
1221,1025902,932,350,350,932350
1222,1025902,932,350,350,932350
1223,1025904,921,90,090,921090
1224,1025904,921,90,090,921090
1225,1026001,934,350,350,934350
1226,1026001,939,20,020,939020
1227,1026002,934,350,350,934350
1228,1026002,939,20,020,939020
1229,1026203,921,90,090,921090
1230,1026203,921,90,090,921090
1231,1026401,931,370,370,931370
1232,1026401,932,30,030,932030
1233,1026401,932,340,340,932340
1234,1026402,931,370,370,931370
1235,1026402,932,30,030,932030
1236,1026402,932,340,340,932340
1237,1026501,931,200,200,931200
1238,1026502,931,200,200,931200
1239,1026503,921,90,090,921090
1240,1026503,931,200,200,931200
1241,1026504,931,200,200,931200
1242,1026601,931,370,370,931370
1243,1026601,911,20,020,911020
1244,1026601,931,200,200,931200
1245,1026601,911,20,020,911020
1246,1026602,931,370,370,931370
1247,1026602,931,200,200,931200
1248,1026602,923,10,010,923010
1249,1026603,911,20,020,911020
1250,1026603,931,200,200,931200
1251,1026604,931,370,370,931370
1252,1026604,911,20,020,911020
1253,1026604,931,200,200,931200
1254,1026604,923,10,010,923010
1255,1026701,932,350,350,932350
1256,1026702,932,350,350,932350
1257,1027001,933,30,030,933030
1258,1027001,923,310,310,923310
1259,1027002,933,30,030,933030
1260,1027002,923,310,310,923310
1261,1027003,933,30,030,933030
1262,1027003,911,10,010,911010
1263,1027003,923,310,310,923310
1264,1027004,933,30,030,933030
1265,1027004,931,370,370,931370
1266,1027101,934,80,080,934080
1267,1027102,931,370,370,931370
1268,1027102,934,80,080,934080
1269,1027102,911,50,050,911050
1270,1027102,931,100,100,931100
1271,1027102,931,380,380,931380
1272,1027103,934,80,080,934080
1273,1027103,911,50,050,911050
1274,1027103,931,100,100,931100
1275,1027303,938,50,050,938050
1276,1027402,931,10,010,931010
1277,1027402,931,10,010,931010
1278,1027501,939,20,020,939020
1279,1027502,939,20,020,939020
1280,1027901,921,20,020,921020
1281,1027901,938,70,070,938070
1282,1027901,931,250,250,931250
1283,1027901,938,70,070,938070
1284,1027901,921,90,090,921090
1285,1027901,931,370,370,931370
1286,1027901,938,90,090,938090
1287,1027902,921,20,020,921020
1288,1027902,938,70,070,938070
1289,1027902,931,250,250,931250
1290,1027902,938,70,070,938070
1291,1027902,921,90,090,921090
1292,1027902,931,370,370,931370
1293,1027902,938,90,090,938090
1294,1028101,931,90,090,931090
1295,1028101,932,320,320,932320
1296,,,,000,000
1297,1028102,931,90,090,931090
1298,1028102,934,40,040,934040
1299,1028102,932,320,320,932320
1300,1028102,931,260,260,931260
1301,,,,000,000
1302,1028104,935,20,020,935020
1303,1028104,932,30,030,932030
1304,1028104,934,30,030,934030
1305,1028104,938,370,370,938370
1306,1028104,934,30,030,934030
1307,1028104,935,50,050,935050
1308,1028104,937,400,400,937400
1309,1028104,931,60,060,931060
1310,1028104,937,400,400,937400
1311,1028104,931,60,060,931060
1312,1028104,923,40,040,923040
1313,1028301,931,200,200,931200
1314,1028301,931,100,100,931100
1315,1028301,936,330,330,936330
1316,1028302,931,200,200,931200
1317,1028302,931,100,100,931100
1318,1028302,923,310,310,923310
1319,1028302,931,380,380,931380
1320,1028302,936,330,330,936330
1321,1028302,934,30,030,934030
1322,,,,000,000
1323,1028302,932,340,340,932340
1324,1028303,936,330,330,936330
1325,,,,000,000
1326,,,,000,000
1327,1028304,936,330,330,936330
1328,,,,000,000
1329,1028502,934,380,380,934380
1330,1028504,931,10,010,931010
1331,1028601,925,30,030,925030
1332,1028601,938,50,050,938050
1333,1028601,932,70,070,932070
1334,1028601,932,10,010,932010
1335,1028602,925,30,030,925030
1336,1028602,938,50,050,938050
1337,1028602,932,70,070,932070
1338,1028602,932,10,010,932010
1339,1028801,934,350,350,934350
1340,,,,000,000
1341,1028802,934,350,350,934350
1342,,,,000,000
1343,1029001,934,40,040,934040
1344,1029001,937,50,050,937050
1345,,,,000,000
1346,1029001,935,40,040,935040
1347,1029001,931,380,380,931380
1348,1029001,931,30,030,931030
1349,1029002,934,40,040,934040
1350,1029002,937,50,050,937050
1351,,,,000,000
1352,1029002,935,40,040,935040
1353,1029002,931,380,380,931380
1354,1029002,931,30,030,931030
1355,1030101,921,90,090,921090
1356,1030101,938,100,100,938100
1357,1030102,921,90,090,921090
1358,1030102,938,100,100,938100
1359,1030401,932,340,340,932340
1360,,,,000,000
1361,1030402,932,340,340,932340
1362,,,,000,000
1363,1030501,921,90,090,921090
1364,1030501,911,240,240,911240
1365,1030502,921,90,090,921090
1366,1030502,911,240,240,911240
1367,,,,000,000
1368,1030602,931,380,380,931380
1369,1030901,921,90,090,921090
1370,1031001,938,380,380,938380
1371,1031002,939,10,010,939010
1372,1031004,939,10,010,939010
1373,1031004,932,310,310,932310
1374,1031005,932,310,310,932310
1375,1031101,936,20,020,936020
1376,1031101,939,20,020,939020
1377,1031101,936,390,390,936390
1378,1031101,932,400,400,932400
1379,1031101,923,10,010,923010
1380,1031102,936,20,020,936020
1381,1031102,939,20,020,939020
1382,1031102,936,390,390,936390
1383,1031102,932,400,400,932400
1384,1031102,923,10,010,923010
1385,1031103,936,20,020,936020
1386,1031103,939,20,020,939020
1387,1031103,936,390,390,936390
1388,1031103,931,380,380,931380
1389,1031103,932,400,400,932400
1390,1031103,923,10,010,923010
1391,1031104,936,20,020,936020
1392,1031104,939,20,020,939020
1393,1031104,911,150,150,911150
1394,1031104,932,400,400,932400
1395,1031104,923,10,010,923010
1396,1031105,936,20,020,936020
1397,1031105,939,20,020,939020
1398,1031105,932,400,400,932400
1399,1031105,923,10,010,923010
1400,1031301,932,60,060,932060
1401,1031301,932,400,400,932400
1402,1031301,933,20,020,933020
1403,1031302,932,60,060,932060
1404,1031302,932,400,400,932400
1405,1031302,933,20,020,933020
1406,1031303,932,60,060,932060
1407,1031303,932,400,400,932400
1408,1031303,933,20,020,933020
1409,1031401,931,270,270,931270
1410,1031402,925,40,040,925040
1411,1031403,931,270,270,931270
1412,1031403,934,10,010,934010
1413,1031404,931,270,270,931270
1414,1031404,934,10,010,934010
1415,1031404,925,40,040,925040
1416,1031405,931,270,270,931270
1417,1031405,934,10,010,934010
1418,1031501,932,10,010,932010
1419,1031502,932,10,010,932010
1420,1031503,932,10,010,932010
1421,1031504,932,10,010,932010
1422,1031505,932,10,010,932010
1423,1031506,932,10,010,932010
1424,1031601,921,90,090,921090
1425,1031602,921,90,090,921090
1426,1031603,921,90,090,921090
1427,1031603,923,310,310,923310
1428,1031701,932,30,030,932030
1429,1031702,932,30,030,932030
1430,1031703,932,30,030,932030
1431,1031801,932,400,400,932400
1432,1031802,932,400,400,932400
1433,1031802,931,370,370,931370
1434,1031803,932,400,400,932400
1435,1031803,935,50,050,935050
1436,1031901,931,370,370,931370
1437,1031902,931,370,370,931370
1438,1031903,931,370,370,931370
1439,1031903,939,20,020,939020
1440,1032101,921,90,090,921090
1441,1032101,921,90,090,921090
1442,1032102,921,90,090,921090
1443,1032102,921,90,090,921090
1444,1032103,921,90,090,921090
1445,1032104,921,90,090,921090
1446,1032301,932,10,010,932010
1447,1032301,931,370,370,931370
1448,1032302,931,370,370,931370
1449,1032303,931,370,370,931370
1450,1032401,931,370,370,931370
1451,1032501,934,30,030,934030
1452,1032501,939,20,020,939020
1453,1032501,932,10,010,932010
1454,1032502,934,30,030,934030
1455,1032502,932,20,020,932020
1456,1032502,939,20,020,939020
