PID,M_ID,nature,culture,traffic,accom,food,shopping,info,facility,kind,program,price,cong,total
1268205,106607,4,4,4,3,3,4,4,4,3,4,4,4,4
1268205,106611,4,4,3,4,4,4,3,4,4,4,3,4,4
1268205,116575,4,4,3,4,4,4,4,4,4,4,3,3,4
1268401,102605,4,4,4,4,3,4,4,4,4,4,4,3,4
1268401,102607,4,4,4,4,4,4,4,4,4,4,3,3,4
1268401,116229,4,4,4,4,4,4,4,4,4,4,4,3,4
1268401,116233,5,4,4,4,3,4,4,4,3,4,4,4,4
1268402,102605,4,4,4,4,3,4,4,4,4,4,4,3,4
1268402,102607,4,4,4,4,4,4,4,4,4,4,3,3,4
1268402,102610,4,4,3,4,4,4,4,4,4,4,4,4,4
1268402,900104,4,4,3,4,4,4,4,4,4,4,4,4,4
1268402,116229,4,4,4,4,4,4,4,4,4,4,4,3,4
1268402,116233,5,4,4,4,3,4,4,4,3,4,4,4,4
1268501,104914,3,3,3,3,4,3,3,3,4,3,4,3,3
1268501,104655,4,4,2,4,3,4,3,4,4,4,3,3,4
1268501,104670,3,3,3,3,3,3,4,4,4,4,4,2,3
1268501,104676,4,4,4,4,4,4,3,4,4,4,3,3,4
1268501,116627,4,4,2,3,4,4,4,4,4,4,4,4,4
1268501,116628,4,4,3,4,4,4,4,4,4,4,3,3,4
1268501,116630,4,4,4,4,4,4,4,4,4,4,4,4,4
1268502,104914,3,3,3,3,4,3,3,3,4,3,4,3,3
1268502,104655,4,4,2,4,3,4,3,4,4,4,3,3,4
1268502,104670,3,3,3,3,3,3,4,4,4,4,4,2,3
1268502,104676,4,4,4,4,4,4,3,4,4,4,3,3,4
1268502,116627,4,4,2,3,4,4,4,4,4,4,4,4,4
1268502,116628,4,4,3,4,4,4,4,4,4,4,3,3,4
1268502,116630,4,4,4,4,4,4,4,4,4,4,4,4,4
1268601,102617,4,4,3,4,4,4,4,4,4,4,4,4,4
1268601,102620,4,4,3,4,5,4,4,4,4,4,4,3,4
1268701,104906,4,4,4,4,5,4,4,4,4,4,2,3,4
1268701,116642,5,5,3,4,3,5,4,4,4,5,3,4,5
1268702,104906,4,4,4,4,5,4,4,4,4,4,2,3,4
1268802,105025,4,4,4,4,4,4,4,4,4,4,4,4,4
1268803,105003,4,4,3,4,3,4,4,4,4,4,3,3,4
1268803,116650,4,4,4,4,4,4,3,4,3,4,3,3,4
1268803,116651,4,4,4,4,4,4,3,4,4,4,4,4,4
1268803,116653,4,4,4,4,3,4,4,4,4,4,4,2,4
1268803,116654,4,4,4,4,4,4,4,3,4,4,3,3,4
1268901,116657,4,4,2,4,3,4,4,4,4,4,3,3,4
1268901,116658,3,3,3,3,3,3,3,4,3,3,3,3,3
1268901,116659,4,2,2,2,3,2,3,3,4,2,3,3,2
1268902,105538,4,4,4,4,4,4,3,3,4,4,4,4,4
1268902,116662,4,4,3,4,4,4,3,4,4,4,3,4,4
1268902,116667,4,4,3,4,4,4,3,4,4,4,4,4,4
1269101,105496,4,4,3,4,3,4,4,4,4,4,3,4,4
1269101,116679,4,4,4,4,4,4,4,4,4,4,3,3,4
1269101,116680,4,4,4,4,3,4,4,4,4,4,4,4,4
1269101,116692,5,4,4,4,4,4,4,4,3,4,4,4,4
1269102,105504,4,4,3,4,3,4,4,4,3,4,3,4,4
1269102,105510,4,4,3,4,4,4,4,2,3,4,3,4,4
1269102,105515,4,4,2,3,3,3,3,4,3,3,4,2,3
1269102,105518,4,3,3,4,4,4,3,3,3,4,4,3,4
1269102,105496,4,4,3,4,3,4,4,4,4,4,3,4,4
1269102,116699,5,4,3,4,4,4,4,4,4,3,4,4,4
1269102,900241,4,4,3,4,3,4,4,4,3,4,3,4,4
1269102,116704,4,4,4,4,4,4,4,4,4,4,4,4,4
1269102,116679,4,4,4,4,4,4,4,4,4,4,3,3,4
1269102,116680,4,4,4,4,3,4,4,4,4,4,4,4,4
1269102,116692,5,4,4,4,4,4,4,4,3,4,4,4,4
1269201,105582,4,4,4,4,4,4,4,4,4,4,3,3,4
1269201,105589,4,4,3,4,4,4,4,4,4,4,4,4,4
1269201,105592,4,4,2,4,3,4,4,4,3,4,3,3,4
1269201,116717,4,4,3,4,5,4,3,4,5,4,3,3,4
1269201,116722,4,4,4,5,4,4,4,4,4,4,3,3,4
1269201,116725,3,3,4,3,3,3,4,4,3,3,3,3,3
1269201,116730,4,4,2,4,4,3,4,4,4,4,3,4,4
1269201,116742,4,3,3,3,2,3,3,3,3,3,3,4,3
1269202,105582,4,4,4,4,4,4,4,4,4,4,3,3,4
1269202,105589,4,4,3,4,4,4,4,4,4,4,4,4,4
1269202,105592,4,4,2,4,3,4,4,4,3,4,3,3,4
1269203,105561,3,4,4,4,4,4,4,4,4,4,3,4,4
1269203,105564,4,4,4,4,4,4,3,3,4,4,4,3,4
1269203,105582,4,4,4,4,4,4,4,4,4,4,3,3,4
1269203,105589,4,4,3,4,4,4,4,4,4,4,4,4,4
1269203,105592,4,4,2,4,3,4,4,4,3,4,3,3,4
1269203,116717,4,4,3,4,5,4,3,4,5,4,3,3,4
1269203,116722,4,4,4,5,4,4,4,4,4,4,3,3,4
1269203,116725,3,3,4,3,3,3,4,4,3,3,3,3,3
1269203,116730,4,4,2,4,4,3,4,4,4,4,3,4,4
1269203,116755,4,4,4,4,4,4,4,4,4,4,3,2,4
1269203,116758,4,3,4,3,4,3,3,4,3,2,3,3,3
1269204,104956,4,4,4,4,4,4,4,4,4,4,4,3,4
1269204,104969,5,4,2,4,3,4,4,3,4,4,4,3,4
1269204,104975,4,4,3,4,4,4,4,4,3,4,4,3,4
1269204,116194,4,4,4,4,4,4,4,4,4,4,3,4,4
1269204,116196,4,4,3,4,4,4,4,4,4,4,4,2,4
1269204,116200,4,4,4,4,4,4,4,4,4,4,4,3,4
1269301,102028,4,4,4,4,4,4,3,3,4,4,3,4,4
1269301,102050,5,4,4,4,4,3,4,3,3,4,3,3,4
1269301,102026,4,4,4,4,4,4,3,3,4,4,4,4,4
1269301,112222,4,4,4,4,4,4,4,3,4,4,3,4,4
1269301,112236,4,4,4,3,4,4,3,3,4,4,4,3,4
1269301,112236,4,4,4,3,4,4,3,3,4,4,4,3,4
1269301,112242,4,4,4,4,3,4,3,4,4,4,3,4,4
1269302,102030,4,4,4,4,3,3,4,4,4,4,3,4,4
1269302,102032,4,4,4,4,4,4,3,3,3,4,3,4,4
1269302,102028,4,4,4,4,4,4,3,3,4,4,3,4,4
1269302,102050,5,4,4,4,4,3,4,3,3,4,3,3,4
1269302,102033,5,4,4,3,3,4,4,4,4,4,4,4,4
1269302,102033,5,4,4,3,3,4,4,4,4,4,4,4,4
1269302,112255,4,4,4,4,4,3,4,4,3,4,4,4,4
1269302,102026,4,4,4,4,4,4,3,3,4,4,4,4,4
1269302,112222,4,4,4,4,4,4,4,3,4,4,3,4,4
1269302,112236,4,4,4,3,4,4,3,3,4,4,4,3,4
1269302,112236,4,4,4,3,4,4,3,3,4,4,4,3,4
1269302,112242,4,4,4,4,3,4,3,4,4,4,3,4,4
1269402,102933,4,3,3,3,4,3,3,4,4,3,4,3,3
1269402,113716,4,3,4,3,4,4,4,3,3,3,4,4,3
1269501,104674,5,5,3,4,5,3,4,4,4,4,4,3,4
1269501,104691,5,5,4,3,3,3,4,4,3,4,3,3,4
1269501,113819,4,4,4,4,4,4,4,3,3,4,4,4,4
1269501,900196,5,5,4,3,3,3,4,4,3,4,3,3,4
1269501,113822,4,4,4,4,4,4,4,4,4,4,3,4,4
1269501,113824,4,4,4,4,4,4,3,3,4,4,4,4,4
1269501,113829,4,4,4,4,4,4,3,3,4,4,4,4,4
1269501,113825,4,4,4,4,4,4,4,4,4,4,4,4,4
1269502,104674,5,5,3,4,5,3,4,4,4,4,4,3,4
1269502,104699,5,5,4,4,4,3,3,3,3,4,4,4,4
1269502,113819,4,4,4,4,4,4,4,3,3,4,4,4,4
1269502,113822,4,4,4,4,4,4,4,4,4,4,3,4,4
1269502,113824,4,4,4,4,4,4,3,3,4,4,4,4,4
1269502,113825,4,4,4,4,4,4,4,4,4,4,4,4,4
1269502,113835,4,4,4,4,4,4,4,4,4,4,4,4,4
1269505,113838,4,4,4,4,4,4,3,3,4,4,3,3,4
1269505,113840,4,4,4,4,4,3,4,4,4,4,3,3,4
1269601,100948,4,4,4,4,4,3,3,4,4,4,4,4,4
1269601,112311,4,3,3,4,4,3,3,3,4,4,4,4,4
1269601,112312,4,4,3,4,4,3,3,4,4,4,3,3,4
1269602,102014,4,4,4,4,3,3,4,4,4,4,3,4,4
1269602,100948,4,4,4,4,4,3,3,4,4,4,4,4,4
1269602,112311,4,3,3,4,4,3,3,3,4,4,4,4,4
1269602,112314,4,4,4,4,4,4,4,4,4,4,4,4,4
1269901,112271,4,4,4,4,4,4,3,3,4,4,3,3,4
1269901,112275,4,4,4,4,4,4,3,3,4,4,4,3,4
1269901,112281,4,4,4,4,4,4,3,4,4,4,3,3,4
1269902,112271,4,4,4,4,4,4,3,3,4,4,3,3,4
1270003,102054,3,2,4,5,4,4,4,5,5,4,5,5,4
1270003,102055,3,3,4,3,3,4,4,3,4,3,3,5,3
1270003,102061,4,4,3,4,4,4,4,4,4,4,3,3,4
1270003,112319,5,5,5,5,4,4,4,3,4,5,3,4,5
1270003,112317,5,4,4,5,4,4,5,5,5,4,4,4,5
1270004,112319,5,5,5,5,4,4,4,3,4,5,3,4,5
1270004,112317,5,4,4,5,4,4,5,5,5,4,4,4,5
1270101,102915,4,4,4,4,4,3,3,4,4,4,4,4,4
1270301,104578,4,4,4,4,4,3,3,4,4,4,4,4,4
1270301,104580,4,4,4,4,4,4,3,4,4,4,3,4,4
1270301,104586,4,4,4,4,4,4,3,3,4,4,3,4,4
1270301,104587,4,4,4,4,3,4,3,4,4,4,3,4,4
1270301,104592,4,4,4,4,5,3,3,4,4,4,3,4,4
1270301,104594,4,4,4,4,4,4,3,3,3,4,3,4,4
1270301,104597,5,4,4,3,4,3,4,4,4,5,3,4,5
1270301,113740,4,4,4,4,4,4,4,4,4,4,4,4,4
1270301,113752,4,4,3,4,4,3,3,3,4,4,3,3,4
1270301,900186,5,4,4,3,4,3,4,4,4,5,3,4,5
1270301,113758,4,4,4,4,3,3,4,4,4,4,3,3,4
1270301,113763,4,3,3,4,4,4,4,4,4,4,4,4,4
1270301,113764,4,4,4,4,3,3,3,4,4,4,4,4,4
1270302,104578,4,4,4,4,4,3,3,4,4,4,4,4,4
1270302,104580,4,4,4,4,4,4,3,4,4,4,3,4,4
1270302,104586,4,4,4,4,4,4,3,3,4,4,3,4,4
1270302,104587,4,4,4,4,3,4,3,4,4,4,3,4,4
1270302,104592,4,4,4,4,5,3,3,4,4,4,3,4,4
1270302,104594,4,4,4,4,4,4,3,3,3,4,3,4,4
1270302,113740,4,4,4,4,4,4,4,4,4,4,4,4,4
1270302,113752,4,4,3,4,4,3,3,3,4,4,3,3,4
1270302,113758,4,4,4,4,3,3,4,4,4,4,3,3,4
1270302,113763,4,3,3,4,4,4,4,4,4,4,4,4,4
1270302,113764,4,4,4,4,3,3,3,4,4,4,4,4,4
1270401,102948,4,4,4,4,4,4,4,4,4,4,4,4,4
1270401,102955,5,3,4,4,4,4,4,4,4,4,4,4,4
1270401,900117,5,3,4,4,4,4,4,4,4,4,4,4,4
1270401,113900,4,4,4,4,3,4,3,3,4,4,4,4,4
1270402,102948,4,4,4,4,4,4,4,4,4,4,4,4,4
1270402,102958,4,4,4,4,4,3,4,4,4,4,3,4,4
1270402,113900,4,4,4,4,3,4,3,3,4,4,4,4,4
1270601,102128,4,4,4,4,4,4,4,4,4,4,4,4,4
1270601,113773,4,4,4,4,3,4,4,4,4,4,3,3,4
1270601,113774,4,4,4,4,5,4,3,4,4,4,3,3,4
1270601,113785,4,4,4,4,4,4,4,3,3,4,4,4,4
1270602,102128,4,4,4,4,4,4,4,4,4,4,4,4,4
1270602,113773,4,4,4,4,3,4,4,4,4,4,3,3,4
1270602,113774,4,4,4,4,5,4,3,4,4,4,3,3,4
1270602,113788,4,4,4,4,4,4,4,4,4,4,3,3,4
1270701,102988,5,5,3,4,5,4,4,5,5,4,5,5,4
1270702,102988,5,5,3,4,5,4,4,5,5,4,5,5,4
1271001,102022,5,4,4,4,4,4,4,4,4,4,4,4,4
1271001,102023,4,4,4,4,3,4,3,4,4,4,4,4,4
1271001,102025,5,5,3,5,4,5,3,4,4,5,4,3,5
1271201,102611,3,3,4,3,3,3,3,3,3,3,2,3,3
1271201,102642,5,3,3,4,4,3,4,4,3,3,3,3,4
1271201,102647,4,3,3,3,3,3,4,3,3,3,3,3,4
1271201,113845,5,3,3,5,3,3,3,3,3,5,3,3,5
1271202,102611,3,3,4,3,3,3,3,3,3,3,2,3,3
1271202,102642,5,3,3,4,4,3,4,4,3,3,3,3,4
1271202,102647,4,3,3,3,3,3,4,3,3,3,3,3,4
1271202,113845,5,3,3,5,3,3,3,3,3,5,3,3,5
1271204,102659,3,3,3,3,3,3,3,3,3,3,3,3,3
1271601,103057,3,4,3,4,4,4,3,4,4,4,3,3,4
1271601,113858,4,3,4,4,4,3,3,3,4,4,3,3,4
1271602,103057,3,4,3,4,4,4,3,4,4,4,3,3,4
1271602,103069,3,3,4,3,4,4,4,4,4,3,4,4,3
1271602,113858,4,3,4,4,4,3,3,3,4,4,3,3,4
1271701,100271,4,4,4,4,4,4,4,4,4,4,4,4,4
1271701,112053,4,4,4,4,4,4,4,4,4,4,4,4,4
1271903,102776,5,5,5,5,5,5,5,5,5,4,4,4,5
1271903,102779,4,4,4,4,4,4,4,4,4,4,4,4,4
1271904,102782,4,4,4,4,3,4,4,4,3,3,3,4,4
1272002,112457,4,4,4,4,4,4,4,4,4,4,4,4,4
1272401,100251,4,4,4,4,4,4,4,4,4,4,4,4,4
1272401,112041,4,4,4,4,4,4,4,4,4,4,4,4,4
1272601,100354,5,5,5,5,5,4,5,5,5,4,4,4,5
1272601,100356,4,4,4,4,4,4,4,4,4,4,4,4,4
1272602,100354,5,5,5,5,5,4,5,5,5,4,4,4,5
1272602,100356,4,4,4,4,4,4,4,4,4,4,4,4,4
1272702,112125,5,4,5,5,4,4,5,5,5,4,4,4,4
1272801,100350,4,4,4,4,5,4,4,4,5,4,4,4,4
1272801,100349,4,4,4,4,4,4,4,4,4,4,4,4,4
1272801,100348,4,4,4,4,4,4,3,3,3,4,4,4,4
1272801,112134,4,4,4,4,4,4,4,4,4,4,4,4,4
1272801,112132,4,4,4,4,4,4,4,4,4,4,4,4,4
1272802,100351,4,4,4,4,4,4,4,4,4,4,4,4,4
1272802,100352,4,4,4,4,4,4,4,5,5,5,4,4,4
1272802,100348,4,4,4,4,4,4,3,3,3,4,4,4,4
1272802,112136,4,4,4,4,4,4,4,4,4,4,4,4,4
1272802,112137,4,4,4,4,4,4,3,3,4,4,4,4,4
1272802,112132,4,4,4,4,4,4,4,4,4,4,4,4,4
1272802,112138,4,4,4,4,4,4,3,3,4,4,4,4,4
1272901,112055,3,3,3,3,4,3,3,3,3,3,3,3,3
1272901,112056,3,3,3,3,4,3,3,3,3,3,3,3,3
1272903,112055,3,3,3,3,4,3,3,3,3,3,3,3,3
1272903,112056,3,3,3,3,4,3,3,3,3,3,3,3,3
1273401,102801,4,4,4,4,4,4,4,4,4,3,4,4,4
1273401,102805,4,4,4,4,4,4,4,4,4,4,4,4,4
1273402,113020,4,4,4,4,4,4,4,4,4,4,4,4,4
1273403,102809,4,4,4,4,4,4,4,3,3,4,4,4,4
1273403,113020,4,4,4,4,4,4,4,4,4,4,4,4,4
1273403,113027,4,4,4,4,4,4,4,4,3,4,3,3,4
1273404,102811,4,4,4,4,4,4,4,4,4,4,4,4,4
1273404,113020,4,4,4,4,4,4,4,4,4,4,4,4,4
1273404,900112,4,4,4,4,4,4,4,4,4,4,4,4,4
1273501,100258,5,4,4,4,4,5,5,5,5,5,5,5,4
1273501,112057,3,3,3,3,3,3,3,3,3,3,3,3,3
1273701,100267,4,4,4,4,4,4,4,4,4,4,4,4,4
1273701,100266,4,4,4,4,4,4,4,4,4,4,4,4,4
1273701,112131,3,3,3,3,4,3,4,4,4,4,3,3,3
1273701,100265,4,4,4,4,4,4,4,4,4,4,4,4,4
1273701,112129,3,3,3,3,3,3,4,4,4,3,3,4,3
1273702,100266,4,4,4,4,4,4,4,4,4,4,4,4,4
1273702,100265,4,4,4,4,4,4,4,4,4,4,4,4,4
1273702,112129,3,3,3,3,3,3,4,4,4,3,3,4,3
1273902,100262,4,4,4,4,4,4,4,3,3,3,3,4,4
1273902,100263,5,5,4,5,5,4,5,5,5,4,4,4,5
1273902,100264,4,4,4,4,4,4,4,4,4,4,4,4,4
1273902,100259,5,5,5,5,4,4,4,4,4,4,4,3,5
1273902,100260,4,4,4,3,4,4,4,4,4,4,4,4,3
1273902,100261,4,4,4,4,4,4,4,4,4,4,4,4,4
1273902,112460,4,4,4,4,4,4,4,4,4,4,4,4,4
1273902,900007,4,4,4,4,4,4,4,3,3,3,3,4,4
1273902,900008,5,5,4,5,5,4,5,5,5,4,4,4,5
1273902,112463,4,4,4,4,4,4,4,4,4,4,4,4,4
1274001,112018,4,4,4,4,4,4,4,4,4,4,4,4,4
1274102,104452,4,4,4,4,4,4,4,4,4,4,4,4,4
1274202,113984,4,4,4,3,4,4,3,4,4,4,3,3,4
1274501,103279,4,4,3,4,4,4,3,3,4,4,3,4,4
1274501,113977,4,4,3,4,4,4,3,3,3,4,3,4,4
1274501,113980,4,4,4,4,4,4,3,3,3,4,3,3,4
1274502,103279,4,4,3,4,4,4,3,3,4,4,3,4,4
1274502,113977,4,4,3,4,4,4,3,3,3,4,3,4,4
1274502,113980,4,4,4,4,4,4,3,3,3,4,3,3,4
1274601,113896,4,4,3,4,4,4,3,3,3,4,3,3,4
1274602,103282,4,4,3,4,4,4,3,4,4,4,3,4,4
1274602,113897,4,4,3,4,4,4,4,3,4,4,3,4,4
1274602,113901,5,4,3,4,4,4,3,3,4,4,3,3,4
1274801,108438,4,4,4,4,3,4,3,3,3,4,3,3,4
1274801,108455,3,4,3,4,3,4,3,3,3,4,3,3,4
1274801,114006,4,1,2,1,1,1,1,1,1,1,1,1,1
1274801,114007,3,4,3,4,4,3,3,3,3,4,3,4,4
1274802,108438,4,4,4,4,3,4,3,3,3,4,3,3,4
1274802,108455,3,4,3,4,3,4,3,3,3,4,3,3,4
1274802,114006,4,1,2,1,1,1,1,1,1,1,1,1,1
1274802,114007,3,4,3,4,4,3,3,3,3,4,3,4,4
1274901,104216,4,4,4,4,4,4,4,4,4,4,4,4,4
1274902,104218,4,4,4,4,4,4,3,4,3,4,4,4,4
1274902,114017,3,4,3,4,4,4,3,3,3,4,3,4,4
1274906,113870,4,4,4,3,4,4,3,3,4,4,3,4,4
1274906,113871,4,4,4,4,4,4,4,4,4,4,3,3,4
1275201,103304,4,4,4,4,4,4,3,3,3,4,3,4,4
1275201,103321,4,4,3,4,4,4,3,3,3,4,3,4,4
1275201,113992,4,4,3,4,4,3,4,3,3,4,3,4,4
1275202,108517,4,5,4,5,4,5,4,4,4,5,4,4,5
1275202,108519,4,4,4,4,3,4,4,4,4,4,4,4,4
1275202,108525,4,4,3,5,4,4,4,4,4,4,4,2,4
1275202,108529,3,4,3,4,4,4,4,4,4,4,4,4,4
1275202,113885,4,4,4,4,5,4,4,4,4,4,4,4,4
1275202,113888,3,4,4,4,4,4,4,4,4,4,4,4,4
1275202,113892,3,4,2,4,4,4,4,4,4,4,4,4,4
1275202,113894,4,4,3,5,4,4,3,4,4,4,4,4,4
1275203,108517,4,5,4,5,4,5,4,4,4,5,4,4,5
1275203,108519,4,4,4,4,3,4,4,4,4,4,4,4,4
1275203,108525,4,4,3,5,4,4,4,4,4,4,4,2,4
1275203,108529,3,4,3,4,4,4,4,4,4,4,4,4,4
1275203,113885,4,4,4,4,5,4,4,4,4,4,4,4,4
1275203,113888,3,4,4,4,4,4,4,4,4,4,4,4,4
1275203,113892,3,4,2,4,4,4,4,4,4,4,4,4,4
1275203,113894,4,4,3,5,4,4,3,4,4,4,4,4,4
1275301,103251,4,4,4,3,4,4,3,3,4,4,3,4,4
1275301,113804,4,4,4,4,4,4,3,4,3,4,3,4,4
1275301,113805,3,4,4,3,4,4,4,3,3,4,3,4,4
1275302,113804,4,4,4,4,4,4,3,4,3,4,3,4,4
1275302,113805,3,4,4,3,4,4,4,3,3,4,3,4,4
1275304,113805,3,4,4,3,4,4,4,3,3,4,3,4,4
1275501,108477,4,4,4,4,4,4,4,4,4,4,3,3,4
1275501,108506,4,4,5,4,5,4,3,4,3,4,3,4,4
1275501,108483,4,4,3,4,4,4,3,3,3,4,3,4,4
1275501,108504,4,4,3,4,4,4,3,4,3,4,3,3,4
1275501,113860,4,4,3,4,4,4,4,4,4,4,3,4,4
1275502,108477,4,4,4,4,4,4,4,4,4,4,3,3,4
1275502,108483,4,4,3,4,4,4,3,3,3,4,3,4,4
1275502,108504,4,4,3,4,4,4,3,4,3,4,3,3,4
1275502,113860,4,4,3,4,4,4,4,4,4,4,3,4,4
1275601,103194,4,4,4,4,4,4,3,3,3,4,3,4,4
1275601,103198,4,4,4,4,4,4,3,4,3,4,3,4,4
1275601,103204,4,4,4,4,4,4,4,4,4,4,3,4,4
1275601,113809,4,4,4,4,4,4,3,3,4,4,4,3,4
1275601,113810,3,4,4,4,4,4,3,3,3,4,3,4,4
1275602,103194,4,4,4,4,4,4,3,3,3,4,3,4,4
1275602,103198,4,4,4,4,4,4,3,4,3,4,3,4,4
1275602,103204,4,4,4,4,4,4,4,4,4,4,3,4,4
1275602,113809,4,4,4,4,4,4,3,3,4,4,4,3,4
1275602,113810,3,4,4,4,4,4,3,3,3,4,3,4,4
1275701,113862,4,4,3,4,4,4,3,3,3,4,3,4,4
1275701,113862,4,4,3,4,4,4,3,3,3,4,3,4,4
1275702,113862,4,4,3,4,4,4,3,3,3,4,3,4,4
1275702,113862,4,4,3,4,4,4,3,3,3,4,3,4,4
1275801,108508,3,3,4,3,3,3,3,3,3,3,1,3,3
1275801,108512,4,4,4,4,3,4,4,4,3,4,3,3,4
1275802,108508,3,3,4,3,3,3,3,3,3,3,1,3,3
1275802,108512,4,4,4,4,3,4,4,4,3,4,3,3,4
1275901,103256,4,4,4,4,4,4,4,4,4,4,3,3,4
1275901,103275,3,4,4,4,3,4,3,4,4,4,3,3,4
1275901,103267,4,4,4,4,4,4,4,4,4,4,3,4,4
1275901,103276,4,4,4,4,3,4,3,4,3,4,3,4,4
1275902,103256,4,4,4,4,4,4,4,4,4,4,3,3,4
1275902,103267,4,4,4,4,4,4,4,4,4,4,3,4,4
1276201,101356,4,4,4,4,4,4,3,3,4,4,2,3,4
1276201,101359,4,4,4,4,4,4,4,3,4,4,3,4,4
1276703,103986,4,3,4,4,4,4,4,4,4,3,4,4,4
1276703,900160,4,3,4,4,4,4,4,4,4,3,4,4,4
1276704,103988,3,3,3,3,4,4,3,3,4,4,3,3,4
1276704,900161,3,3,3,3,4,4,3,3,4,4,3,3,4
1276902,104001,4,4,4,4,4,4,4,5,3,4,4,4,4
1276902,117153,5,4,5,5,5,4,4,4,4,4,4,4,5
1276902,117156,5,5,5,5,5,5,5,5,4,4,4,4,5
1276904,106946,4,4,4,4,3,4,4,4,3,4,4,4,4
1276905,104002,3,4,4,4,4,4,4,4,4,4,3,5,4
1277001,104000,5,5,5,5,4,5,4,5,3,5,4,4,5
1277101,103990,5,4,4,4,3,4,4,5,3,4,3,4,4
1277102,103990,5,4,4,4,3,4,4,5,3,4,3,4,4
1277401,117439,3,3,4,4,4,3,4,4,4,3,3,3,3
1277402,117439,3,3,4,4,4,3,4,4,4,3,3,3,3
1278201,118607,4,4,4,4,4,4,4,4,4,4,3,4,4
1278201,118676,4,4,4,4,4,4,4,4,4,4,3,4,4
1278202,118607,4,4,4,4,4,4,4,4,4,4,3,4,4
1278202,118676,4,4,4,4,4,4,4,4,4,4,3,4,4
1278203,118676,4,4,4,4,4,4,4,4,4,4,3,4,4
1278501,104902,4,4,4,4,3,4,4,3,4,3,4,4,4
1278501,120229,3,4,3,4,3,4,4,3,3,4,3,3,4
1278502,104902,4,4,4,4,3,4,4,3,4,3,4,4,4
1278502,120229,3,4,3,4,3,4,4,3,3,4,3,3,4
1278502,120232,4,4,3,4,4,3,3,4,4,3,3,3,4
1278503,120232,4,4,3,4,4,3,3,4,4,3,3,3,4
1278504,104909,4,4,4,4,3,4,4,4,4,4,3,4,4
1278504,900210,4,4,4,4,3,4,4,4,4,4,3,4,4
1278505,120232,4,4,3,4,4,3,3,4,4,3,3,3,4
1278901,106933,4,4,4,4,4,4,4,4,4,4,4,4,4
1278901,116996,5,4,4,4,4,4,4,4,4,4,4,4,4
1279002,115890,4,4,4,4,4,4,4,4,4,4,3,4,4
1279002,115900,5,4,4,5,4,5,4,4,4,5,3,3,5
1279501,104007,4,4,4,4,4,4,4,4,4,4,4,4,4
1279501,116994,4,4,4,4,4,4,4,4,3,4,4,4,4
1280001,106935,5,4,4,4,3,4,4,4,4,4,4,4,4
1280001,106938,3,3,4,4,3,4,3,4,3,4,2,2,4
1280001,106939,4,4,4,4,4,4,4,5,3,5,4,3,4
1280001,106941,4,4,4,4,4,5,4,4,4,5,3,4,5
1280002,118544,5,5,5,5,4,5,5,5,5,5,4,5,5
1280002,118555,4,4,4,4,4,4,4,4,4,4,4,4,4
1280101,110121,4,4,4,4,4,4,4,4,4,4,4,4,4
1280101,113316,4,4,4,4,4,4,4,4,4,4,4,4,4
1280101,113302,4,4,4,4,4,4,4,4,4,4,4,4,4
1280101,113305,4,4,4,4,4,4,4,4,4,4,4,4,4
1280102,110123,4,4,4,4,4,4,4,4,4,4,4,4,4
1280102,113316,4,4,4,4,4,4,4,4,4,4,4,4,4
1280102,113302,4,4,4,4,4,4,4,4,4,4,4,4,4
1280105,110124,4,4,4,4,4,4,4,4,4,4,4,4,4
1280105,110125,4,4,4,4,4,4,4,4,4,4,4,4,4
1280105,113321,4,4,4,4,4,4,4,4,4,4,4,4,4
1280105,113330,4,4,4,4,4,4,4,4,4,4,4,4,4
1280105,113337,4,4,4,4,4,4,4,4,4,4,4,4,4
1280201,109012,4,4,4,4,4,4,4,4,4,4,4,4,4
1280201,109015,4,4,4,4,4,4,4,4,4,4,4,4,4
1280201,109019,4,4,4,4,4,4,4,4,4,4,4,4,4
1280201,109021,4,4,4,4,4,4,4,4,4,4,4,4,4
1280201,113718,4,4,4,4,4,4,4,4,4,4,4,4,4
1280201,113721,4,4,4,4,4,4,4,4,4,4,4,4,4
1280201,113715,5,5,5,4,5,5,5,5,5,5,5,5,4
1280201,113753,4,4,4,4,4,4,4,4,4,4,4,4,4
1280301,110141,4,4,4,4,4,4,4,4,4,4,4,4,4
1280301,110143,4,4,4,4,4,4,4,4,4,4,4,4,4
1280301,110147,4,4,4,4,4,4,4,4,4,4,4,4,4
1280301,117957,4,4,4,4,4,4,4,4,4,4,4,4,4
1280301,117960,4,4,4,4,4,4,4,4,4,4,4,4,4
1280301,117958,4,4,4,4,4,4,4,4,4,4,4,4,4
1280302,110141,4,4,4,4,4,4,4,4,4,4,4,4,4
1280302,110143,4,4,4,4,4,4,4,4,4,4,4,4,4
1280302,110147,4,4,4,4,4,4,4,4,4,4,4,4,4
1280302,117957,4,4,4,4,4,4,4,4,4,4,4,4,4
1280302,117960,4,4,4,4,4,4,4,4,4,4,4,4,4
1280302,117958,4,4,4,4,4,4,4,4,4,4,4,4,4
1280303,110128,4,4,4,4,4,4,4,4,4,4,4,4,4
1280303,110129,4,4,4,4,4,4,4,4,4,4,4,4,4
1280303,110130,4,4,4,4,4,4,4,4,4,4,4,4,4
1280303,117959,4,4,4,4,4,4,4,4,4,4,4,4,4
