PID,M_ID,q6_1,q6_1_1
1028301,119989,936,330
1028302,104849,931,200
1028302,104855,931,100
1028302,104867,923,310
1028302,104878,931,380
1028302,119989,936,330
1028302,119998,934,30
1028302,120000,932,340
1028303,119989,936,330
1028304,120092,936,330
1028502,103916,934,380
1028504,119965,931,10
1028601,108009,925,30
1028601,108010,938,50
1028601,122585,932,70
1028601,122587,932,10
1028602,108009,925,30
1028602,108010,938,50
1028602,122585,932,70
1028602,122587,932,10
1028801,103884,934,350
1028802,103884,934,350
1029001,108016,934,40
1029001,108018,937,50
1029001,108028,935,40
1029001,119941,931,380
1029001,119947,931,30
1029002,108016,934,40
1029002,108018,937,50
1029002,108028,935,40
1029002,119941,931,380
1029002,119947,931,30
1030101,103909,921,90
1030101,103909,938,100
1030102,103909,921,90
1030102,103909,938,100
1030401,120091,932,340
1030402,120091,932,340
1030501,101523,921,90
1030501,119895,911,240
1030502,101523,921,90
1030502,119895,911,240
1030602,300076,931,380
1030901,110491,921,90
1031001,110487,938,380
1031002,110484,939,10
1031004,110484,939,10
1031004,118752,932,310
1031005,118752,932,310
1031101,107981,936,20
1031101,107987,939,20
1031101,107983,936,390
1031101,115146,932,400
1031101,115148,923,10
1031102,107981,936,20
1031102,107987,939,20
1031102,107983,936,390
1031102,115146,932,400
1031102,115148,923,10
1031103,107981,936,20
1031103,107987,939,20
1031103,107983,936,390
1031103,115152,931,380
1031103,115146,932,400
1031103,115148,923,10
1031104,107981,936,20
1031104,107987,939,20
1031104,115154,911,150
1031104,115146,932,400
1031104,115148,923,10
1031105,107981,936,20
1031105,107987,939,20
1031105,115146,932,400
1031105,115148,923,10
1031301,107997,932,60
1031301,115158,932,400
1031301,115160,933,20
1031302,107997,932,60
1031302,115158,932,400
1031302,115160,933,20
1031303,107997,932,60
1031303,115158,932,400
1031303,115160,933,20
1031401,116082,931,270
1031402,116087,925,40
1031403,116082,931,270
1031403,116084,934,10
1031404,116082,931,270
1031404,116084,934,10
1031404,116087,925,40
1031405,116082,931,270
1031405,116084,934,10
1031501,115163,932,10
1031502,115163,932,10
1031503,115163,932,10
1031504,115163,932,10
1031505,115163,932,10
1031506,115163,932,10
1031601,116053,921,90
1031602,116053,921,90
1031603,116053,921,90
1031603,116058,923,310
1031701,116059,932,30
1031702,116059,932,30
1031703,116059,932,30
1031801,116092,932,400
1031802,116092,932,400
1031802,116094,931,370
1031803,116092,932,400
1031803,116097,935,50
1031901,108002,931,370
1031902,108002,931,370
1031903,108002,931,370
1031903,116100,939,20
1032101,107993,921,90
1032101,120402,921,90
1032102,107993,921,90
1032102,120402,921,90
1032103,120402,921,90
1032104,120402,921,90
1032301,107911,932,10
1032301,116105,931,370
1032302,116105,931,370
1032303,116105,931,370
1032401,107918,931,370
1032501,108078,934,30
1032501,115164,939,20
1032501,115166,932,10
1032502,108078,934,30
1032502,108084,932,20
1032502,115164,939,20
1032502,115166,932,10
1032503,108078,934,30
1032503,115164,939,20
1032503,115166,932,10
1032601,118083,921,90
1032601,118093,932,400
1032602,118083,921,90
1032602,118093,932,400
1032801,115170,935,50
1032901,107814,911,240
1032901,120407,936,370
1032902,107814,911,240
1032902,120407,936,370
1033101,107797,932,390
1033101,120843,932,400
1033101,120846,934,30
1033102,107797,932,390
1033102,120843,932,400
1033102,120846,934,30
1033103,120843,932,400
1033201,115092,932,400
1033202,115092,932,400
1033501,115086,931,380
1033502,115086,931,380
1033503,115086,931,380
1033503,115088,932,60
1033504,115086,931,380
1033601,107762,932,60
1033601,120375,937,320
1033602,107762,932,60
1033602,120375,937,320
1033603,107762,932,60
1033603,120375,937,320
1033603,120387,932,310
1033604,107762,932,60
1033604,120375,937,320
1033701,107749,939,20
1033701,118119,932,400
1033702,107749,939,20
1033702,118119,932,400
1033703,107760,911,240
1033703,118119,932,400
1033703,118133,932,30
1033704,118119,932,400
1033803,108670,932,340
1033803,108671,932,60
1033803,108672,936,460
1033803,120857,931,210
1034001,120865,937,10
1034001,120866,939,20
1034001,120869,938,50
1034002,120865,937,10
1034002,120866,939,20
1034002,120869,938,50
1034003,120865,937,10
1034003,120866,939,20
1034004,120865,937,10
1034004,120866,939,20
1034101,120371,938,350
1034102,120371,938,350
1034201,107772,932,330
1034201,120813,932,330
1034201,120814,934,80
1034202,107772,932,330
1034202,120813,932,330
1034202,120814,934,80
1034202,120816,932,340
1034203,120813,932,330
1034203,120814,934,80
1034204,120813,932,330
1034204,120814,934,80
1034301,108261,932,350
1034301,108263,934,380
1034301,108264,934,30
1034301,108265,923,310
1034301,119620,934,380
1034301,119622,932,30
1034301,119641,937,40
1034302,108261,932,350
1034302,108263,934,380
1034302,108264,934,30
1034302,108265,923,310
1034302,119620,934,380
1034302,119622,932,30
1034302,119641,937,40
1034401,302470,932,10
1034401,302483,931,240
1034402,302470,932,10
1034402,302483,931,240
1034501,303836,931,370
1034501,303837,923,310
1034502,301820,931,350
1034502,301821,923,10
1034502,303836,931,370
1034502,303837,923,310
1034801,107719,937,80
1034801,120880,932,320
1034801,120904,932,340
1034802,107719,937,80
1034802,120880,932,320
1034802,120904,932,340
1034803,107719,937,80
1034803,120880,932,320
1034803,120904,932,340
1034901,107706,932,30
1034901,120859,932,400
1034902,107706,932,30
1034902,120859,932,400
1035001,110790,931,10
1035002,110790,931,10
1035003,110790,931,10
1035201,104252,932,20
1035201,104253,931,150
1035201,104255,931,190
1035201,122064,931,40
1035201,122066,932,320
1035201,122071,931,200
1035201,122074,931,90
1035202,122064,931,40
1035202,122066,932,320
1035301,105229,929,10
1035302,105229,929,10
1035401,107085,931,50
1035401,107087,936,10
1035404,120189,931,370
1035404,120191,923,310
1035501,106050,939,20
1035502,106050,939,20
1035702,104293,932,350
1035702,120303,933,380
1035704,120303,933,380
1035801,110770,932,50
1035801,122774,932,50
1035802,110770,932,50
1035802,122774,932,50
1035901,123340,932,340
1035902,123340,932,340
1035903,123340,932,340
1036001,103904,921,90
1036001,103905,936,310
1036001,103906,931,220
1036001,120211,937,30
1036001,120214,933,10
1036001,120209,932,310
1036002,103904,921,90
1036002,103905,936,310
1036002,103906,931,220
1036002,120211,937,30
1036002,120214,933,10
1036002,120207,931,200
1036002,120209,932,310
1036201,110995,935,330
1036201,110996,932,60
1036201,110997,931,60
1036201,110998,933,30
1036201,110999,931,240
1036201,111000,921,90
1036202,110995,935,330
1036202,110996,932,60
1036202,110997,931,60
1036202,110998,933,30
1036202,110999,931,240
1036202,111000,921,90
1036301,103920,935,10
1036302,103920,935,10
1036302,120291,936,20
1036303,103920,935,10
1036401,104297,931,210
1036401,104298,931,380
1036401,104295,937,80
1036401,104295,933,360
1036401,104302,937,20
1036401,104302,926,30
1036401,104302,921,50
1036401,121889,931,90
1036401,121890,931,100
1036401,121891,937,80
1036401,121893,931,200
1036402,104297,931,210
1036402,104298,931,380
1036402,104295,937,80
1036402,104295,933,360
1036402,121889,931,90
1036402,121890,931,100
1036402,121891,937,80
1036402,121895,932,70
1036403,110252,937,420
1036403,110253,932,60
1036403,122820,921,90
1036404,104297,931,210
1036404,104306,932,370
1036404,121889,931,90
1036404,121890,931,100
1036601,101858,932,10
1036601,101859,932,30
1036601,101861,936,20
1036601,101863,936,330
1036601,101865,911,210
1036601,101866,936,310
1036601,101856,932,60
1036601,121838,911,120
1036601,121843,911,120
1036601,121839,936,330
1036601,121841,935,370
1036604,101856,932,60
1036701,300226,932,350
1036701,300460,911,160
1036702,300224,931,90
1036702,300226,932,350
1036702,300230,911,130
1036702,300457,931,50
1036702,300459,911,180
1036702,300460,911,160
1036802,103887,934,40
1036802,103888,937,430
1036802,900152,937,430
1036802,121845,936,410
1036802,121847,932,370
1036803,103889,932,10
1036803,103890,926,20
1036901,119749,932,30
1036901,119751,935,20
1036905,119754,931,10
1037001,109776,934,50
1037001,109785,932,60
1037001,122582,938,350
1037002,109776,934,50
1037201,103901,931,370
1037202,103901,931,370
1037202,120215,931,370
1037401,119986,932,310
1037402,119986,932,310
1037701,121881,923,320
1037702,121881,923,320
1037702,121884,911,190
1037703,121885,931,370
1037703,121886,932,60
1037703,121884,911,190
1037704,121884,911,190
1037705,121884,911,190
1038101,101492,932,60
1038102,101492,932,60
1038501,106059,931,90
1038503,106060,932,310
1038504,118036,932,340
1038701,101493,938,350
1038702,101493,938,350
1038703,120178,932,60
1038801,104072,934,380
1038801,104077,934,380
1038801,104079,932,30
1038801,104082,932,60
1038801,120320,932,60
1038801,120323,925,20
1038801,120331,932,10
1038801,120325,933,360
1038801,120327,933,360
1038801,120329,932,30
1038901,104126,931,240
1038901,104127,931,240
1038901,120088,911,250
1038902,104126,931,240
1038902,104127,931,240
1039001,101442,933,20
1039002,101442,933,20
1039003,101446,911,240
1039003,120258,931,100
1039003,120261,911,240
1039101,101510,933,30
1039102,101510,933,30
1039102,101512,938,380
1039103,120172,934,380
1039201,101499,931,100
1039201,120135,932,10
1039202,101499,931,100
1039202,120135,932,10
1039301,104263,932,310
1039301,104265,931,370
1039301,104266,934,10
1039301,104267,931,250
1039301,104269,923,10
1039301,104271,931,370
1039301,120004,923,10
1039301,120006,934,10
1039301,120011,932,20
1039301,120007,931,200
1039302,120004,923,10
1039302,120006,934,10
1039802,104288,932,410
1039802,104289,923,310
1039802,104291,932,310
1039802,120075,932,410
1039802,120073,934,20
1040002,117995,934,50
1040003,109071,931,270
1040003,117995,934,50
1040004,109071,931,270
1040004,117995,934,50
1040006,117995,934,50
1040102,102463,932,50
1040102,102469,923,310
1040102,102471,932,310
1040102,102465,931,380
1040102,102476,932,10
1040102,102477,934,50
1040102,102482,931,50
1040102,102485,932,10
1040102,102478,931,50
1040102,117041,911,210
1040102,117044,937,90
1040102,117047,933,10
1040102,117050,936,450
1040201,101125,924,20
1040201,116966,932,70
1040201,116970,932,60
1040201,116975,932,70
1040202,101135,933,10
1040202,101136,932,320
1040202,116966,932,70
1040202,116970,932,60
1040202,116982,923,310
1040202,116975,932,70
1040203,101137,911,210
1040203,116984,911,190
1040203,116975,932,70
1040203,116985,931,20
1040204,116975,932,70
1040301,110740,934,50
1040301,120020,931,270
1040301,120022,923,10
1040302,110740,934,50
1040302,120020,931,270
1040302,120022,923,10
1040501,122045,923,10
1040501,122047,923,10
1040501,303003,923,10
1040501,122051,923,310
1040501,122054,911,10
1040501,122056,932,410
1040501,122059,931,200
1040502,122045,923,10
1040502,122047,923,10
1040502,303003,923,10
1040502,122051,923,310
1040502,122054,911,10
1040502,122056,932,410
1040502,122059,931,200
1040601,114106,923,310
1040601,114123,934,50
1040602,114106,923,310
1040602,114143,931,50
1040602,114123,934,50
1040801,107319,932,320
1040801,122972,931,350
1040802,107319,932,320
1040802,122972,931,350
1041001,101505,934,370
1041101,104283,931,270
1041101,104285,924,30
1041101,120156,931,270
1041102,104283,931,270
1041102,120156,931,270
1041201,108608,931,190
1041201,119391,932,60
1041202,108608,931,190
1041202,119391,932,60
1041203,108608,931,190
1041203,119391,932,60
1041301,105570,932,60
1041301,105577,939,10
1041301,121390,932,70
1041302,105570,932,60
1041302,105577,939,10
1041302,121390,932,70
1041401,104065,933,20
1041401,121989,937,20
1041401,121991,932,10
1041402,104065,933,20
1041402,104066,931,130
1041402,900167,931,130
1041402,121989,937,20
1041403,121989,937,20
1041403,122011,925,40
1041403,122014,932,10
1041601,120281,931,10
1041702,104275,932,10
1041703,104275,932,10
1041704,104275,932,10
1041704,120377,932,30
1041801,110266,932,30
1041801,123052,931,370
1041802,110266,932,30
1041802,123052,931,370
1041803,110266,932,30
1041803,110272,931,370
1041804,110266,932,30
1041804,123059,911,240
1041901,104118,938,90
1041901,120148,934,20
1041902,104120,935,320
1041902,104118,938,90
1041902,104121,932,320
1041902,120148,934,20
1041902,120150,935,320
1041903,103910,923,10
1041903,120144,934,20
1041904,104118,938,90
1041904,120148,934,20
1042001,104242,923,10
1042001,104244,923,310
1042001,119977,932,60
1042002,104242,923,10
1042002,104244,923,310
1042002,119977,932,60
1042003,104245,932,310
1042003,119977,932,60
1042004,104248,923,30
1042004,104246,932,410
1042004,119977,932,60
1042004,119982,923,310
1042101,120014,936,400
1042102,120014,936,400
1042201,101874,931,100
1042201,101875,931,380
1042201,101876,932,30
1042201,101877,931,70
1042201,101878,923,30
1042201,120270,923,50
1042201,120267,934,380
1042201,120271,931,70
1042201,120269,931,380
1042202,101879,933,10
1042202,120267,934,380
1042202,120273,933,10
1042202,120269,931,380
1042301,107344,936,310
1042301,107345,938,350
1042301,107347,936,60
1042301,107349,911,240
1042301,122951,934,380
1042301,122960,923,310
1042302,107355,931,20
1042302,107344,936,310
1042302,107345,938,350
1042302,107347,936,60
1042302,107349,911,240
1042302,107356,931,370
1042302,122951,934,380
1042302,122960,923,310
1042303,107344,936,310
1042303,107345,938,350
1042303,107347,936,60
1042303,107349,911,240
1042303,122951,934,380
1042303,122960,923,310
1042401,118779,936,20
1042402,118779,936,20
1042403,118779,936,20
1042501,104038,937,80
1042501,104042,937,400
1042501,119920,937,350
1042501,119925,937,30
1042502,104038,937,80
1042502,104039,922,20
1042502,104042,937,400
1042502,119920,937,350
1042502,119925,937,30
1042601,122584,931,200
1042602,122584,931,200
1042901,120225,911,60
1042901,120226,934,380
1043001,300068,931,180
1043001,300238,933,370
1043001,300506,921,90
1043001,300507,931,240
1043001,300748,932,20
1043001,300963,923,310
1043001,301725,933,10
1043001,301725,925,40
1043001,301725,923,80
1043001,301725,934,360
1043001,301726,931,10
1043001,301726,935,10
1043001,301726,924,20
1043001,301973,924,10
1043001,301973,936,480
1043001,302720,923,310
1043001,302998,931,380
1043001,302999,931,240
1043001,303282,932,20
1043001,303285,911,240
1043002,300238,933,370
1043002,300507,931,240
1043002,302720,923,310
1043002,302999,931,240
1043002,303285,911,240
1043202,115095,934,380
1043601,107641,932,30
1043601,120838,936,460
1043601,120841,932,370
1043602,107641,932,30
1043602,107645,931,200
1043602,120838,936,460
1043602,120841,932,370
1043604,120838,936,460
1043605,120838,936,460
1043801,107653,921,20
1043801,116116,932,310
1043802,107653,921,20
1043802,116116,932,310
1043901,107633,939,20
1043901,120410,932,20
1044001,120834,932,310
1044002,120834,932,310
1044003,120834,932,310
1044004,120834,932,310
1044201,302953,931,240
1044201,303017,931,100
1044201,303088,931,200
1044202,302951,911,190
1044202,302953,931,240
1044202,303016,911,210
1044202,303017,931,100
1044202,303088,931,200
1044301,107498,935,380
1044301,107500,937,430
1044301,120538,935,40
1044301,120539,932,60
1044302,107498,935,380
1044302,107500,937,430
1044302,120538,935,40
1044302,120539,932,60
1044303,104834,939,20
1044303,118621,932,400
1044303,118628,934,80
1044404,107496,931,370
1044503,116078,939,20
